Frame,ts,rtpsession0,rtpstorage0,rtpjitterbuffer0,rtpssrcdemux0,typefind,rtpptdemux0,rtph265depay0,h265parse0,capsfilter0,nvv4l2decoder0,queue,Stream-muxer,nvtiler,onscreendisplay
17766,25704934427,0.086589,0.095069,0.545648,0.077886,0.109276,0.14598,,,,,,,,
17767,25705639174,0.070622,0.076414,0.07219,0.063358,0.11446,0.118269,,,,,,,,
17768,25706088985,0.08531,0.098973,0.259704,0.115964,0.112732,0.112125,,,,,,,,
17769,25706584234,0.078013,0.095102,0.280312,0.096093,0.155643,0.106365,,,,,,,,
17770,25706981886,0.06835,0.077181,0.398004,0.075294,,,,,,,,,,
17771,25707232855,0.06771,0.115421,0.54728,0.097213,0.105821,0.107037,,,,,,,,
17772,25707708297,0.14086,0.089053,,0.06851,0.149307,0.103837,,,,,,,,
17773,25708174939,0.073374,0.090621,0.73649,0.115549,0.105053,0.106429,,,,,,,,
17774,25708605870,0.068958,0.085309,0.776681,0.06755,0.101277,0.13942,,,,,,,,
17775,25708996035,0.06867,0.079582,0.830152,0.110717,,0.103932,,,,,,,,
17776,25709360696,0.067198,0.112604,,0.070654,0.110685,,,,,,,,,
17777,25709617777,0.06579,0.085373,0.944357,0.090526,0.137468,0.141307,,,,,,,,
17778,25710026213,0.06627,0.071166,1.088544,0.06515,,,,,,,,,,
17779,25710305916,0.077917,0.075742,,0.100605,0.112957,0.11062,,,,,,,,
17780,25710690097,0.067806,0.081949,1.234812,0.110493,0.11558,0.106557,,,,,,,,
17781,25711156163,0.072541,0.107613,1.385111,0.068894,0.103804,0.108061,,,,,,,,
17782,25711519097,0.073918,0.076254,1.570033,0.10806,,0.110077,,,,,,,,
17783,25711887086,0.069854,0.119325,,0.104765,0.115613,,,,,,,,,
17784,25712184933,0.067358,0.085341,1.740653,0.111517,0.142364,0.168507,,,,,,,,
17785,25712634008,0.070142,0.074942,1.936135,0.065118,,,,,,,,,,
17786,25712871377,0.071198,0.073342,,0.061086,0.097501,0.106397,,,,,,,,
17787,25713234214,0.065374,0.075966,2.034948,0.060478,,0.154076,,,,,,,,
17788,25713531517,0.065022,0.072414,,0.065342,0.117436,,,,,,,,,
17789,25713827541,0.064126,0.075294,2.200384,0.133084,0.112701,0.111676,,,,,,,,
17790,25714268712,0.071102,0.08019,2.28838,0.065342,,0.178939,,,,,,,,
17791,25714608958,0.068766,0.117309,,0.07267,0.119965,,,,,,,,,
17792,25714879158,0.068958,0.079198,2.492471,0.064318,0.139259,0.104253,,,,,,,,
17793,25715254443,0.07475,0.073438,,0.066046,,,,,,,,,,
17794,25715483588,0.067614,0.087613,2.784462,0.123325,0.146364,0.181242,,,,,,,,
17795,25715948950,0.068734,0.075006,3.131172,0.095133,,,,,,,,,,
17796,25716245965,0.065982,0.073022,3.329182,0.09539,0.111837,0.119836,,,,,,,,
17797,25716844220,,,3.520824,,0.107645,0.112701,,,,,,,,
17798,25717352237,,,3.635573,,0.106781,0.111005,,,,,,,,
17799,25717812415,,,3.729522,,0.102461,0.097789,,,,,,,,
17800,25718266578,,,3.816175,,0.100893,0.102109,,,,,,,,
17801,25718716773,,,3.961515,,0.100157,0.096126,,,,,,,,
17802,25719162423,0.070813,0.100381,4.093383,0.065695,0.095485,0.097021,,,,,,,,
17803,25719588555,0.065278,0.076318,,0.093053,0.103229,0.094301,0.182363,,,,,,,
17804,25720021150,0.065438,0.099869,7.482339,0.064062,0.148859,0.117053,,2.916714,0.087645,,,,,
17805,25723814606,,,7.66723,,0.111645,0.103293,,,,,,,,
17806,25724312160,,,7.834681,,0.107293,0.101181,0.095869,0.40994,0.073374,,,,,
17807,25725413247,,,5.876338,,0.100605,0.104509,,,,,,,,
17808,25725876818,,,6.007023,,0.108157,0.111869,,,,,,,,
17809,25726394306,0.162811,0.148315,6.192362,0.098974,0.119261,0.116732,0.096605,0.410164,0.07347,,,,,
17810,25736680499,0.076445,0.100958,0.087901,0.080861,0.14726,0.13574,,,,,,,,
17811,25737091239,0.073629,0.232922,0.272088,0.12918,0.165595,0.202746,,,,14.389945,,,,
17812,25737891760,,,0.327222,,0.12086,0.111197,0.141756,0.426004,0.080381,,1.886312,0.227353,,
17813,25740477092,,,,,,,,,,15.478456,0.121725,,,
17814,25740848825,,,,,,,,,,18.791414,0.167195,0.204538,,
17815,25746209115,,,,,,,,,,12.22524,0.162684,0.161211,,
17816,25751181352,,,,,,,,,,,0.13958,0.155771,17.999502,3.322878
17817,25769638921,0.125917,0.129436,0.096189,0.100925,,,,,,,10.183156,,,
17818,25770091419,0.074078,0.081853,,0.113597,0.158044,0.125948,,,,,,,,
17819,25770543054,0.073021,0.088446,0.264536,0.115804,0.122557,0.123548,,,,,,,,
17820,25771174139,,,0.358518,,0.106493,0.11574,0.116893,0.438771,0.081854,8.940984,0.257849,0.183418,15.473977,3.023047
17821,25782652265,0.115996,0.117309,0.094205,0.091133,,,,,,,0.15382,,,
17822,25783081661,0.075134,0.082814,,0.067774,0.109981,0.126749,,,,,,,,
17823,25783481937,0.069918,0.084765,0.267992,0.156636,0.145691,0.148924,,,,,,,,
17824,25784204476,0.080766,0.082526,0.418675,0.072478,0.1143,0.121565,,,,,,,,
17825,25785072354,0.111228,0.103037,0.075229,0.08115,0.105373,0.108701,,,,,,,,
17826,25786102948,0.069534,0.075358,0.109213,0.060574,0.100125,0.11382,,,,,,,,
17827,25786508824,0.06643,0.081214,0.246392,0.074494,0.120508,0.153244,,,,,,,,
17828,25786874669,0.071133,0.08355,0.444147,0.065694,0.109852,0.13062,,,,,,,,
17829,25787635959,0.138939,0.09123,0.589647,0.068958,0.104989,0.105949,,,,,,,,
17830,25788739254,0.065758,0.083646,0.056382,0.06355,0.131324,0.108445,,,,,,,,
17831,25789124331,0.06499,0.083646,0.291671,0.090973,,0.145788,,,,,,,,
17832,25789431618,0.067582,0.075166,0.47141,0.071678,0.107709,0.097181,,,,,,,,
17833,25789895924,0.069918,0.122876,0.622925,0.072318,0.112029,0.102909,,,,,,,,
17834,25790545089,0.075006,0.082877,0.635533,0.064511,0.098046,0.107101,,,,,,,,
17835,25790884727,0.071326,0.081214,0.432403,0.071645,0.114973,,,,,,,,,
17836,25791232621,0.073821,0.076478,,0.06419,0.10774,0.107741,,,,,,,,
17837,25791626785,0.068446,0.108957,0.616302,0.072734,0.110109,0.113373,,,,,,,,
17838,25792029813,0.069182,0.114492,0.816104,0.088958,,0.112957,,,,,,,,
17839,25792389451,0.066814,0.136668,0.959876,0.12406,0.112317,,,,,,,,,
17840,25792767423,0.069406,0.098589,,0.070846,0.110013,0.108028,,,,,,,,
17841,25793146836,0.067582,0.079933,1.028065,0.111965,0.113821,0.109725,,,,,,,,
17842,25793582855,0.068062,0.081181,1.08832,0.068446,,0.103453,,,,,,,,
17843,25793855999,0.076349,0.105501,,0.067006,0.114268,,,,,,,,,
17844,25794184150,0.065086,0.076125,1.29033,0.095934,0.11494,0.108445,,,,,,,,
17845,25794621225,0.068734,0.084734,1.380439,0.067294,0.106557,0.102429,,,,,,,,
17846,25794959871,0.064766,0.071742,1.486741,0.116956,,0.103997,,,,,,,13.687693,
17847,25795354675,0.068798,0.135676,,0.085213,0.112636,,,,,,,,,
17848,25795697673,0.068254,0.07443,1.69339,0.060158,0.107261,0.113981,,,,,,,,
17849,25796098685,0.068638,0.160923,1.903207,0.098013,,0.110781,,,,,,,,
17850,25796448179,0.072669,0.112541,,0.07763,0.108349,,,,,,,,,
17851,25796711915,0.069758,0.086909,2.023396,0.094558,0.125789,0.164059,,,,,,,,
17852,25797147838,0.06627,0.076349,2.198944,0.063839,0.108348,0.103229,,,,,,,,
17853,25797858313,0.072509,0.085342,2.286877,0.098045,0.147067,0.108093,,,,,,,,3.054086
17854,25798367483,0.075262,0.077629,2.499255,0.064542,0.177883,0.098909,,,,,,,,
17855,25798914186,,,2.619251,,0.108221,0.098237,,,,,,,,
17856,25799377885,,,2.722608,,0.101341,0.098781,,,,,,,,
17857,25799830799,,,2.821452,,0.109341,0.104253,0.170747,2.85438,0.090077,,,,,
17858,25803558722,,,6.21828,,0.116444,0.128765,,,,,,,,
17859,25804162640,,,5.919698,,0.114332,0.201242,,,,,,,,
17860,25804665441,0.158299,0.234105,6.034895,0.114269,0.105533,0.120892,0.098301,0.421364,0.074589,14.583955,,,,
17861,25818414732,0.108541,0.168507,0.101341,0.104637,0.138748,0.233497,,,,,,,,
17862,25819155190,0.133788,0.102365,0.096573,0.087485,0.501937,0.130108,,,,,1.515891,0.295576,,
17863,25819954751,0.083678,0.12486,0.553744,0.078334,0.106301,0.149851,0.097917,,,,0.39298,,,
17864,25820811493,0.072094,0.089533,,0.069406,,,,,,15.656819,,,,
17865,25821187322,0.067103,0.139387,1.55445,0.176347,0.180378,0.14214,,1.178814,0.160539,,0.165275,0.225498,,
17866,25822709198,,,1.774956,,0.041598,0.053343,,,,,,,,
17867,25822889000,,,1.485684,,0.044223,0.041151,0.045279,0.175354,0.036575,6.93154,0.13606,0.19545,,
17868,25834701132,,,,,,,,,,11.373361,0.13734,0.171003,16.235298,4.196068
17869,25853458372,0.159547,0.170043,0.089662,0.090429,0.051071,0.10518,,,,,6.205769,,,
17870,25854051634,0.075902,0.120188,,0.084158,,,,,,,,,,
17871,25854211118,0.070461,0.079102,0.075326,0.074206,0.076733,0.205914,,,,,,,,
17872,25854693663,0.108893,0.123228,0.180059,0.084766,0.038719,0.040574,0.056319,0.18585,0.218394,,,,14.501045,
17873,25858093659,0.07027,0.081022,0.084573,0.074654,0.047519,0.07075,,,,,,,,
17874,25858443761,0.068734,0.07923,0.108796,0.06707,0.043903,0.046975,,,,,,,,
17875,25858758920,0.06771,0.117149,0.068958,0.073405,0.059678,0.043391,,,,,,,,
17876,25859248377,0.065278,0.081693,0.356758,0.064766,,,,,,,,,,
17877,25859513233,0.067518,0.079741,,0.117405,0.127805,0.150811,,,,,,,,
17878,25859936517,0.073758,0.12022,0.623374,0.125884,0.15878,0.162907,,,,,,,,
17879,25860418359,0.089437,0.085566,0.927973,0.065566,,,,,,,,,,
17880,25860678575,0.070718,0.159323,1.139583,0.156668,0.212346,0.122972,,,,,,,,5.099626
17881,25861352635,0.074494,0.083485,1.079424,0.067838,0.039743,0.042174,,,,,,,,
17882,25861655698,0.064126,0.076798,0.805544,,0.040574,0.051775,,,,,,,,
17883,25861892587,,,0.513777,0.14534,0.058014,0.064478,,,,,,,,
17884,25862088966,0.071006,0.078494,0.308407,0.06947,0.040607,0.040447,,,,,,,,
17885,25862296383,0.065118,,0.174682,,0.052766,0.058142,,,,,,,,
17886,25862465978,,0.074301,0.083549,0.062687,0.059422,0.042463,,,,,,,,
17887,25862691316,0.065502,0.07683,0.068926,0.068414,0.036767,0.042335,,,,,,,,
17888,25863098888,0.073149,0.08979,,0.064894,0.321207,0.047774,,,,,,,,
17889,25863423486,0.065278,0.106909,0.419092,0.063934,,,,,,,,,,
17890,25863728725,0.06867,0.079613,,0.06259,0.143291,0.133084,,,,,,,,
17891,25864145193,0.105853,0.107389,0.701036,0.183835,0.202074,0.127132,,,,9.106771,,,,
17892,25864600540,0.074462,0.115165,1.015203,0.109212,,0.105276,,,,,0.300824,0.276215,,
17893,25864997616,0.06915,0.099805,1.135454,0.342198,0.113085,0.042751,,,,,0.120861,,,
17894,25865601310,0.067742,0.08355,0.840936,,0.042623,0.067678,,,,,,,,
17895,25865780313,,,0.438355,0.095453,0.046878,0.041023,,,,,,,,
17896,25865959188,0.077022,0.081373,0.263416,,0.040479,0.039487,,,,,,,,
17897,25866104975,0.07075,,0.142524,0.064414,0.037087,0.055422,,,,,,,,
17898,25866386855,,0.085405,0.06483,0.067102,0.043167,0.043199,,,,,,,,
17899,25866614272,0.066494,0.073022,0.06659,0.071646,0.038783,0.046367,,,,,,,,
17900,25866927895,0.070654,0.079262,0.068734,0.097853,0.040415,0.043103,,,,,,,,
17901,25867276333,0.07011,0.079261,0.108509,0.075262,0.050718,0.174395,,,,,,,,
17902,25867939865,0.074238,0.123325,0.093086,0.073117,0.132412,,,,,,,,,
17903,25868354221,0.071294,0.082974,,0.095997,0.118333,0.124828,,,,,,,,
17904,25868745570,0.078814,0.086269,0.244665,0.105181,0.111613,0.111196,,,,,,,,
17905,25869193972,0.070142,0.083773,0.337654,0.064766,0.096541,0.105917,,,,,,,,
17906,25869534570,0.067518,0.11606,0.391317,0.07267,,,,,,,,,,
17907,25869767683,0.06419,0.087998,,0.094589,0.1367,0.117628,,,,,,,,
17908,25870139864,0.070302,0.086461,0.532624,0.066718,0.098237,0.108221,,,,,,,,
17909,25870560716,0.076062,0.086621,0.610222,0.093918,0.086493,0.084574,0.184891,,,,,,,
17910,25871025534,0.072158,0.120892,3.232225,0.080542,0.044574,0.056351,,2.295612,0.074526,,,,,
17911,25873755918,,,3.036806,,0.037055,0.040959,,,,,,,,
17912,25873929833,,,2.77899,,0.035551,0.044767,0.067166,0.249368,0.057983,14.813387,1.062529,0.264088,13.467891,5.528957
17913,25891151694,,,,,,,,,,16.811793,0.169819,,,
17914,25891440165,0.154812,0.179707,0.08787,0.107292,,,,,,,0.135452,0.153019,,
17915,25901559963,0.082814,0.165275,,0.136476,0.146204,0.26684,,,,,,,,
17916,25902001774,0.077021,0.095197,0.267064,0.141212,0.164859,0.157435,,,,,,,,
17917,25902967794,0.127549,0.13638,0.663981,0.201818,0.115324,0.108605,0.166043,0.369077,0.034367,,,,13.544145,
17918,25905589540,0.082877,0.096637,0.093821,0.08019,0.111805,0.154907,,,,,,,,
17919,25906057719,0.072382,0.088286,0.273688,0.079421,0.166683,0.148444,,,,,,,,
17920,25906575047,,,0.395797,,0.037791,0.04211,0.043391,0.172603,0.034271,9.014551,17.396512,,,5.087691
17921,25913128294,0.137051,0.14198,0.195227,0.300375,,0.13142,,,,13.030208,0.220953,0.240185,,
17922,25920326354,0.090045,0.095518,,0.073566,0.05491,,,,,,,,,
17923,25920720871,0.067166,0.078238,0.185146,0.073085,0.239353,0.500177,,,,,1.330297,0.260472,12.231095,
17924,25921826022,,,0.914726,,0.166171,0.11734,0.125276,0.449747,0.080318,7.104143,0.213113,0.205946,,9.256368
17925,25934905349,0.135388,0.126908,0.102045,0.089949,,,,,,,1.216284,,,
17926,25935373271,0.075486,0.083006,,0.164059,0.134716,0.14902,,,,,,,,
17927,25935851849,0.071166,0.083102,0.26828,0.068926,0.131548,0.143644,,,,,,,,
17928,25936228766,0.073246,0.081566,0.504849,0.070718,,,,,,,,,,
17929,25936544373,0.066302,,0.647565,,0.123452,0.118749,,,,,,,,
17930,25937210465,0.077853,0.108445,0.126844,0.947012,0.113149,0.150267,,,,,,,,
17931,25937802767,0.068926,0.084318,,0.074846,0.143708,0.152763,,,,,,,,
17932,25938220323,0.064926,0.079198,0.346805,0.064062,0.114909,0.107901,,,,,,,,
17933,25938605336,0.066174,0.152956,0.565008,0.071518,,,,,,,,,,
17934,25938885008,0.068702,0.077086,,0.11638,0.132924,0.099677,,,,,,,,
17935,25939297955,0.063646,0.078301,0.676492,0.063134,0.111004,0.110365,,,,,,,,
17936,25939634586,0.06499,0.070014,0.844519,0.114749,,,,,,,,,,
17937,25939937105,0.072158,0.076766,,0.065342,0.168699,0.102909,,,,,,,,
17938,25940286950,0.063422,0.085245,1.045314,0.064542,,0.109884,,,,,,,,
17939,25940576894,0.067902,0.079165,1.258234,0.066398,0.123741,,,,,,,,,
17940,25941007633,0.071934,0.089469,,0.115421,0.116445,0.114813,,,,,,,,
17941,25941394438,0.071198,0.083933,1.457333,0.108989,0.110877,0.109532,,,,,,,,
17942,25941804026,0.069342,0.078206,1.594865,0.073214,,0.110621,,,,,,,,
17943,25942155087,0.06915,0.098749,1.840362,0.081278,0.162651,,,,,,,,,
17944,25942536580,0.074334,0.078558,,0.103101,0.110173,0.108925,,,,,,,,
17945,25942938008,0.062174,0.085981,1.858921,0.06723,,0.169499,,,,,,,,
17946,25943247087,0.064574,0.084894,,0.064062,0.163291,,,,,,,,,
17947,25943552838,0.065854,0.076574,2.093762,0.067422,0.112093,0.106621,,,,,,,,
17948,25943894556,0.075102,0.079742,2.262877,0.102845,,0.116285,,,,,,,12.692011,
17949,25944350703,0.066014,0.20873,,0.073374,0.167515,,,,,,,,,
17950,25944619431,0.064094,0.077822,2.439768,0.069694,0.115645,0.146107,,,,,,,,
17951,25945032571,0.067486,0.070974,2.577268,0.064223,,0.113629,,,,,,,,
17952,25945376080,0.072445,0.134588,2.72024,0.074654,0.115228,,,,,,,,,
17953,25945769925,0.072446,0.09203,,0.109244,0.114908,0.111677,,,,,,,,
17954,25946181273,0.06867,0.086942,2.900267,0.070046,0.119357,0.147643,,,,,,,,
17955,25946534382,0.066622,0.095902,3.129828,0.080189,,0.119804,,,,,,,,
17956,25946940610,0.072638,0.140284,3.335198,0.125917,0.13814,,,,,,,,,
17957,25947339479,0.072286,0.090525,,0.121148,0.116668,0.109725,,,,,,,,
17958,25947725643,0.121244,0.104861,3.349949,0.07379,0.117884,0.111933,,,,,,,,3.812879
17959,25948183774,,0.084702,3.636981,0.067486,0.116092,0.111645,,,,,,,,
17960,25948933448,,,3.803375,,0.100669,0.097502,,,,,,,,
17961,25949419513,,,3.891149,,0.118013,0.130876,,,,,,,,
17962,25949910827,,,3.988939,,0.106813,0.107453,,,,,,,,
17963,25950383805,,,4.092167,,0.111101,0.110365,,,,,,,,
17964,25950868207,,,4.226564,,0.118652,0.107261,,,,,,,,
17965,25951350496,,,4.283521,,0.106077,0.100957,,,,,,,,
17966,25951821491,,,4.337889,,0.110172,0.103645,,,,,,,,
17967,25952365507,,,4.49062,,0.102396,0.103741,,,,,,,,
17968,25952829173,0.105469,0.097245,4.544698,0.072734,0.101821,0.100701,0.137724,3.301951,0.093469,,,,,
17969,25962211904,0.082014,0.115805,0.078813,0.077597,0.112285,0.128444,,,,,,,,
17970,25962868301,0.068062,0.091197,0.065086,0.08211,0.138108,0.110045,,,,,,,,
17971,25963416733,,,0.26348,,0.125788,0.111645,0.103517,0.444083,0.089918,14.912521,1.591377,0.369269,,
17972,25974168800,,,,,,,,,,9.988761,0.299447,,,
17973,25974636915,0.115997,0.126684,0.06691,0.067966,0.104956,0.146204,,,,,0.247385,0.22073,,
17974,25988113990,0.120956,0.159612,0.075454,0.077149,0.152316,0.132028,,,,,,,,
17975,25988912750,0.087742,0.088253,0.06659,0.070782,0.104605,0.103773,0.151643,0.458803,0.082429,8.793853,21.629474,,18.743032,3.213441
17976,25999306812,0.100829,0.093469,0.08291,0.068286,,,,,,,0.309015,0.252569,,
17977,26000729234,0.06563,0.069662,,0.089565,0.107837,0.129532,,,,,,,,
17978,26001115943,0.064254,0.073918,0.265432,0.118908,,0.106397,,,,,,,,
17979,26001320513,0.176763,,0.436563,0.129532,0.09539,0.121405,,,,,,,,
17980,26002006956,,,,,0.108444,,0.105693,0.41906,0.077982,9.013014,0.19513,0.329591,16.540665,3.458138
17981,26019278800,0.127773,0.115356,0.092797,0.085886,,,,,,,4.881328,,,
17982,26019777089,0.072829,0.086814,0.392052,0.066654,0.122045,0.223577,,,,,,,,
17983,26020358096,0.074814,0.107741,0.247736,0.107037,0.115452,0.122301,,,,,,,,
17984,26020966878,,,,,0.114653,0.108829,0.1215,0.451571,0.116509,9.077812,0.241337,0.204122,13.886887,4.42243
17985,26047085021,0.163612,0.161563,0.081118,0.084989,0.136444,0.160923,,,,,4.782643,,,
17986,26047828455,0.089726,0.104413,0.240857,0.082813,0.164795,0.1359,,,,,,,12.271159,
17987,26050801551,0.087326,0.088285,0.07315,0.078462,,,,,,,,,,
17988,26051067559,0.065374,0.080573,,0.063135,0.113757,0.114396,,,,,,,,
17989,26051487643,0.074494,0.07939,0.273943,0.06819,0.123132,0.168412,,,,,,,,
17990,26051859600,0.071582,0.080318,0.507953,0.069086,,,,,,,,,,3.664148
17991,26052190022,0.06723,0.07363,,0.069022,0.144699,0.107933,,,,,,,,
17992,26052535868,0.071262,0.085629,0.657869,0.062334,0.108412,0.134812,,,,,,,,
17993,26052984943,0.174938,0.091806,0.844007,0.071166,,0.111581,,,,,,,,
17994,26053323045,0.072125,0.167548,1.001891,0.086845,0.108413,,,,,,,,,
17995,26053714233,0.071102,0.078653,,0.128125,0.109245,0.11414,,,,,,,,
17996,26054110670,0.071038,0.085117,1.054561,0.124796,0.105085,0.107868,,,,,,,,
17997,26054532769,0.068318,0.077342,1.091328,0.062014,,0.104317,,,,,,,,
17998,26054789114,0.063454,0.071038,,0.087197,0.104509,,,,,,,,,
17999,26055138127,0.064638,0.078557,1.247419,0.064126,0.103197,0.127868,,,,,,,,
18000,26055476069,0.071966,0.080061,1.363384,0.06755,,,,,,,,,,
18001,26055713502,0.064606,0.068318,,0.06195,0.098238,0.096765,,,,,,,,
18002,26056139538,0.067934,0.081822,1.572754,0.064318,,0.13574,,,,,,,,
18003,26056423754,0.069854,0.07683,1.788396,0.116252,0.120477,,,,,,,,,
18004,26056812510,0.070846,0.119677,,0.114204,0.128732,0.118524,,,,,,,,
18005,26057255569,0.07091,0.104541,2.05146,0.074654,0.11606,0.109213,,,,,,,,
18006,26057572968,0.06979,0.075358,2.200832,0.062974,,,,,,,,,,
18007,26057876159,0.074014,0.07635,,0.069662,0.170779,0.110588,,,,,,,,
18008,26058192053,0.065918,0.079901,2.463863,0.08947,,0.104957,,,,,,,,
18009,26058500492,0.067166,0.073214,,0.093949,0.104381,,,,,,,,,
18010,26058760037,0.06435,0.079133,2.556181,0.099453,0.112477,0.127932,,,,,,,,
18011,26059217719,0.070142,0.078781,2.694577,0.063422,,0.142524,,,,,,,,
18012,26059513998,0.068158,0.077949,,0.061439,0.11238,,,,,,,,,
18013,26059773383,0.062942,0.073502,2.803886,0.06035,0.1215,0.102141,,,,,,,,
18014,26060152700,0.074654,0.07587,2.939817,0.061374,,,,,,,,,,
18015,26060402260,0.065214,0.072542,,0.101405,0.110205,0.13222,,,,,,,,
18016,26060768010,0.067646,0.085342,3.132068,0.127164,0.113853,0.116412,,,,,,,,
18017,26061228828,0.072542,0.090461,3.399004,0.108765,0.136476,0.122396,,,,,,,,
18018,26061984102,,,3.591894,,0.116796,0.110685,,,,,,,,
18019,26062483447,,,3.769297,,0.101821,0.107453,,,,,,,,
18020,26062943017,,,3.899054,,0.094974,0.103612,,,,,,,,
18021,26063388572,,,4.008362,,0.094654,0.099069,,,,,,,,
18022,26063829807,,,4.12247,,0.095038,0.096477,,,,,,,,
18023,26064321409,,,4.29917,,0.103805,0.127644,,,,,,,,
18024,26064779923,0.070142,0.078717,4.463868,0.06083,0.098365,0.101981,0.141468,,,,,,,
18025,26067349288,0.064638,0.07395,,0.058366,,,,,,,,,,
18026,26067690942,0.067902,0.07555,7.811002,0.057662,0.103005,0.110845,,2.785902,0.125373,,,,,
18027,26068937433,,,7.904663,,0.106205,0.110909,,,,,,,,
18028,26069433898,,,7.977493,,0.104509,0.118812,0.098717,0.422292,0.084573,,,,,
18029,26070593640,,,3.357662,,0.115357,0.116572,,,,,,,,
18030,26071111769,,,3.599414,,0.100765,0.104701,,,,,,,,
18031,26071571883,0.131676,0.127708,3.71717,0.08451,0.103965,0.106109,0.105437,0.4213,0.077213,,,,,
18032,26077344129,0.068382,0.081022,0.079805,0.097213,0.107101,0.118141,,,,,,,,
18033,26077865746,0.092958,0.100477,0.239033,0.077149,0.100285,0.104349,,,,,,,,
18034,26079779098,,,0.096414,,0.140603,0.169979,0.169275,2.770607,0.081949,14.618161,0.235129,0.215386,,
18035,26085412372,,,,,,,,,,15.268383,0.368405,,,
18036,26085734282,0.104541,0.127612,0.103005,0.1423,,,,,,,0.143323,0.178587,,
18037,26087222014,0.079646,0.085533,,0.06819,0.120925,0.131228,,,,,,,,
18038,26087636626,0.073918,0.087486,0.282232,0.149595,0.124957,0.161499,,,,,,,,
18039,26088320862,,,0.374261,,0.107485,0.113021,0.136956,0.432531,0.079358,18.913299,0.219354,0.200058,,
18040,26096970399,,,,,,,,,,13.897575,0.131292,0.149148,,
18041,26101182115,0.171835,0.14374,,0.096349,,,,,,11.9528,0.152123,0.151772,17.813747,
18042,26104576543,0.077534,0.099069,0.283704,0.07315,0.150299,0.177467,,,,,,,,
18043,26104947252,0.077022,0.091741,0.541968,0.135644,,0.118269,,,,,,,,3.765393
18044,26105452229,0.074462,0.098333,,0.068414,0.175258,,,,,,4.348096,,,
18045,26105811707,0.070238,0.083742,0.671276,0.07075,0.112893,0.14742,,,,,,,,
18046,26106161904,0.06867,0.076349,0.807817,0.065855,,,,,,,,,,
18047,26106436936,0.069118,0.081949,,0.095261,0.143484,0.108476,,,,,,,,
18048,26106851644,0.066302,0.075102,0.964163,0.063294,0.105565,0.099325,,,,,,,,
18049,26107254224,0.06643,0.179642,1.123806,0.106205,,0.148796,,,,,,,,
18050,26107641029,0.074686,0.094685,,0.07763,0.170779,,,,,,,,,
18051,26108010042,0.072702,0.109469,1.418743,0.086621,0.116028,0.133372,,,,,,,,
18052,26108425550,0.079518,0.094493,1.640144,0.13798,,0.115965,,,,,,,,
18053,26108829442,0.070846,0.110173,,0.091517,0.158395,,,,,,,,,
18054,26109157464,0.072253,0.075486,1.797035,0.06179,0.107997,0.110557,,,,,,,,
18055,26109573068,0.068542,0.080766,1.927079,0.06851,,0.107485,,,,,,,,
18056,26109864067,0.07395,0.103037,,0.078334,0.110844,,,,,,,,,
18057,26110150203,0.069918,0.081341,2.05354,0.063071,0.111869,0.13526,,,,,,,,
18058,26110532336,0.065854,0.078302,2.09869,0.062718,,,,,,,,,,
18059,26110764809,0.06371,0.079838,,0.173467,0.098141,0.102589,,,,,,,,
18060,26111157149,0.06563,0.080126,2.205951,0.065086,0.105981,0.143324,,,,,,,,
18061,26111549618,0.065246,0.082974,2.386202,0.06435,,,,,,,,,,
18062,26111782635,0.06803,0.088637,,0.06707,0.136508,0.109149,,,,,,,,
18063,26112264669,0.08035,0.093181,2.623091,0.110429,0.111197,0.123772,,,,,,,,
18064,26112729775,0.075646,0.085085,2.76859,0.065214,,0.13942,,,,,,,,
18065,26113020486,0.06867,0.079326,,0.067486,0.120924,,,,,,,,,
18066,26113300670,0.069246,0.083422,3.000615,0.096221,0.113629,0.137372,,,,,,,,
18067,26113766448,0.066718,0.077949,3.219393,0.062783,,0.104829,,,,,,,,
18068,26114025929,0.066718,0.118396,3.288127,0.071614,0.106653,,,,,,,,,
18069,26114418749,0.062846,0.115036,,0.109597,0.116669,0.130332,,,,,,,,
18070,26114808370,0.07235,0.084574,3.494585,0.106332,0.11062,0.110877,,,,,,,,
18071,26115382977,,,3.66994,,0.099613,0.099069,,,,,,,,
18072,26115827508,,,3.795729,,0.122716,0.098717,,,,,,,,
18073,26116453761,,,3.906445,,0.115357,0.1207,,,,,,,,
18074,26116949171,,,4.041641,,0.117724,0.112541,,,,,,,,
18075,26117449604,,,4.224035,,0.116765,0.114109,,,,,,,,
18076,26117921750,,,4.33712,,0.098781,0.099837,,,,,,,,
18077,26118370153,,,4.438589,,0.104957,0.102333,,,,,,,,
18078,26118850875,,,4.573402,,0.100989,0.099869,,,,,,,,
18079,26119308365,,,4.641879,,0.104541,0.107229,,,,,,,,
18080,26119781887,0.134748,0.135164,4.71215,0.07683,0.110653,0.114844,0.171323,2.800557,0.085214,,,,16.034983,
18081,26126612950,0.077278,0.090461,0.199866,0.116509,0.115133,0.203322,,,,,,,,
18082,26127162246,0.073982,0.084798,0.308023,0.119804,0.089598,0.090397,,,,,,,,
18083,26127644088,0.1303,0.143068,0.273176,0.096285,0.085277,0.084126,0.079678,0.38978,0.06883,13.116766,,,,8.065651
18084,26137050691,0.075998,0.127964,0.096189,0.181851,0.196026,0.210266,,,,,1.117471,0.241689,,
