Frame,ts,rtpsession0,rtpstorage0,rtpjitterbuffer0,rtpssrcdemux0,typefind,rtpptdemux0,rtph265depay0,h265parse0,capsfilter0,nvv4l2decoder0,queue,Stream-muxer,nvtiler,onscreendisplay
13982,20268376695,0.079486,0.102909,0.508657,0.075422,,,,,,,,,,
13983,20268672334,0.079421,0.080126,,0.103549,0.116157,0.120412,,,,,,,,
13984,20269065219,0.069054,0.093853,0.613102,0.122428,0.109053,0.110268,,,,,,,,
13985,20269554516,0.074078,0.11846,0.732938,0.127581,0.117724,0.117437,,,,,,,,
13986,20269957928,0.06867,0.053054,0.777577,0.044639,0.065247,0.06707,,,,,,,,
13987,20270200577,0.039903,0.067166,0.609518,0.045887,,,,,,,,,,
13988,20270355101,0.038559,0.069854,,0.051966,0.090781,0.063486,,,,,,,,
13989,20270598518,0.043007,0.036575,0.595951,0.039487,0.040831,0.039742,,,,,,,,
13990,20270772144,0.049887,0.034559,0.52568,0.024543,0.035967,0.035839,,,,,,,,
13991,20270899565,0.022719,0.028192,0.48357,0.023199,,,,,,,,,,
13992,20270984074,0.023391,0.026528,,0.021983,0.035359,0.034687,,,,,,,,
13993,20271112966,0.023904,0.027039,0.458386,0.038015,0.040735,0.039199,,,,,,,,
13994,20271280385,0.024288,0.038174,0.469554,0.024032,0.035583,0.037535,,,,,,,,
13995,20271484315,,,0.524017,,0.034367,0.037534,,,,,,,,
13996,20271648183,0.024543,0.027199,0.579599,0.022976,0.036446,0.041407,,,,,,,,
13997,20271799826,0.023167,0.024959,0.650989,0.031199,0.039071,0.053598,,,,,,,,
13998,20272197862,,,0.778409,,0.101821,0.115036,,,,,,,,
13999,20272604058,0.135708,0.100957,0.836519,0.07267,0.097853,0.105917,,,,,,,,
14000,20273126667,,,1.188989,,0.112093,0.106653,,,,,,,,
14001,20273646748,0.031743,0.035743,0.760042,0.026751,0.106364,0.109021,,,,,,,,
14002,20275826811,0.024319,0.030271,0.024319,0.024576,0.048127,0.038431,,,,,,,,
14003,20275987607,0.026015,0.044767,0.134588,0.031935,0.037567,0.053566,,,,,,,,
14004,20276234031,0.068574,0.076542,0.17609,0.061662,0.034975,0.038399,,,,,,,,
14005,20277401517,0.068734,0.079901,0.052703,0.056575,0.088477,0.089949,0.124733,,,,,,14.569778,
14006,20278988222,0.05779,0.109469,,0.059774,,,,,,,,,,
14007,20279279637,0.084061,0.067934,,0.050335,,,,,,,,,,
14008,20279514447,0.046686,0.062911,1.352632,0.047998,0.044639,0.054302,,2.203295,0.037374,,,,,
14009,20280291960,,,1.204093,,0.036063,0.039871,,,,,,,,
14010,20280484946,,,1.110559,,0.037375,0.044415,,,,,,,,
14011,20280664173,0.103645,0.093885,1.061281,0.060062,0.036319,0.040447,0.047422,0.426356,0.071933,,,,,5.1778
14012,20285449023,0.055742,0.061183,0.076222,0.094141,0.112989,0.100029,,,,,,,,
14013,20285786934,0.051967,0.062814,0.182587,0.090493,0.081214,0.081693,,,,,,,,
14014,20286126476,0.05699,0.067551,0.256121,0.051454,0.093405,0.105277,,,,,,,,
14015,20286696923,,,0.397556,,0.081533,0.121437,0.072158,0.406772,0.065374,11.608298,1.010402,0.22105,,
14016,20297877681,,,,,,,,,,16.631478,0.157499,,,
14017,20298265541,,,,,,,,,,16.027943,0.213882,0.173978,,
14018,20303750340,0.082109,0.100253,0.042207,0.035807,,,,,,,0.193179,0.206458,,
14019,20304928385,0.030623,0.047295,,0.029951,0.061886,0.094845,,,,,,,,
14020,20305069757,0.026464,0.032191,0.131548,0.025311,0.036319,0.039135,,,,,,,,
14021,20305295670,0.103293,0.117149,0.163067,0.072798,0.054846,0.037535,0.07651,0.180603,0.031359,,,,14.911944,
14022,20311921971,0.062495,0.125212,0.068733,0.14054,0.15062,0.116701,,,,6.891189,,,,4.684374
14023,20312667197,0.028096,0.033439,0.448563,0.026207,0.046014,0.131996,,,,,0.136284,0.1103,,
14024,20312953588,,,0.218521,,0.037727,0.041663,0.045087,0.176859,0.032991,7.539393,0.298264,,,
14025,20321318589,,,,,,,,,,,0.236153,0.296791,13.007936,5.532125
14026,20341680005,0.105309,0.099773,0.104541,0.20521,0.118365,0.152475,,,,,10.632871,,,
14027,20343359283,0.099389,0.096573,0.074494,0.082686,,,,,,,,,,
14028,20343645835,0.074301,0.075806,,0.147388,0.181819,0.129372,,,,,,,,
14029,20344150140,0.052766,0.065822,0.297719,0.038527,0.042015,0.057438,,,,,,,,
14030,20344299096,0.024223,0.029088,0.164443,0.026783,0.039167,0.041919,,,,,,,,
14031,20344515985,0.025407,0.058878,0.20569,0.028095,0.040735,0.047934,,,,,,,,
14032,20344661389,0.026399,0.031295,0.175515,0.025311,,0.049439,,,,,,,12.755208,
14033,20344810313,0.023295,0.074174,0.21929,0.025856,0.041279,0.055678,,,,,,,,
14034,20345090496,0.027615,0.033631,0.24588,,0.037791,0.043583,,,,,,,,
14035,20345190109,0.025503,0.030751,0.091486,0.026751,0.050495,0.042398,,,,,,,,
14036,20345364024,0.026272,0.032447,0.117885,0.037407,0.040031,,,,,,,,,
14037,20345510068,0.024447,0.029279,,0.038783,0.041343,0.05587,,,,,,,,
14038,20345644272,0.026047,0.030111,0.157019,0.02448,0.040543,0.038879,,,,,,,,
14039,20345838186,0.026015,0.028159,0.19689,0.055646,0.037215,0.040927,,,,,,,,
14040,20346002789,0.023583,0.078942,0.164603,0.021856,0.115581,0.06627,,,,,,,,
14041,20346482327,0.076157,0.13686,0.521808,0.109948,0.115516,0.113757,,,,,,,,
14042,20346978441,,,0.769034,0.082686,0.106045,0.134012,,,,,,,,2.632882
14043,20347608406,0.088926,0.127932,0.654701,0.065438,0.146556,0.120988,,,,,,,,
14044,20348247523,0.030719,0.073854,0.048127,0.068606,0.069758,0.086941,,,,,,,,
14045,20350683803,0.066462,0.079006,0.058302,0.104701,0.114525,0.141756,,,,,,,,
14046,20351106031,0.072542,0.084349,0.238521,0.116157,0.147291,0.108701,,,,,,,,
14047,20351493795,0.065566,0.081213,0.386548,0.064255,,,,,,,,,,
14048,20351740508,0.067262,0.114525,,0.070717,0.143292,0.109149,,,,,,,,
14049,20352222350,0.074173,0.086078,0.64622,0.072702,0.113725,0.146204,,,,,,,,
14050,20352571076,0.08051,0.06435,0.791785,0.051646,,,,,,,,,,
14051,20352783933,0.052926,0.06819,0.894661,0.109501,0.119517,0.091997,,,,,,,,
14052,20353267695,0.06499,0.039007,,0.045822,0.044575,0.077982,,,,,,,,
14053,20353408075,0.026591,0.033471,0.785353,0.050623,0.052382,0.039871,,,,,,,,
14054,20353588230,0.025504,0.031743,0.661677,0.037375,0.041695,0.051006,,,,,,,,
14055,20353728546,0.026239,0.028544,0.448019,0.023839,,,,,,,,,,
14056,20353814239,0.024287,0.030111,,0.023775,0.047423,0.038175,,,,,,,,
14057,20353959259,0.028095,0.034783,0.480498,0.034943,0.040894,0.038047,,,,,,,,
14058,20354171604,,,0.506545,,0.035583,0.039454,,,,,,,,
14059,20354329200,,,0.54136,,0.034111,0.035455,,,,,,,,
14060,20354490283,,,0.583503,,0.037055,0.041023,,,,,,,,
14061,20354880064,0.13798,0.132828,0.754634,0.087902,0.107516,0.108221,0.148764,2.347611,0.051518,,,,,
14062,20365125169,0.1071,0.105981,0.07523,0.087518,0.123229,0.144027,,,,,,,,
14063,20365654882,0.050495,0.053086,0.086717,0.060638,0.071741,0.087742,,,,,,,,
14064,20365924282,0.124028,0.18377,0.110365,0.044671,0.037695,0.045311,0.042782,0.167451,0.032927,,,,,
14065,20370849097,0.029344,0.033983,,0.027935,,,,,,13.372918,,,,
14066,20370886471,0.024864,0.029823,0.158907,0.125084,0.107741,0.209498,,,,,0.212122,0.105692,,
14067,20371535156,,,0.546,,0.122364,0.088061,,,,,0.308951,,,
14068,20371899498,,,0.723979,,0.092829,0.073886,0.122236,0.33599,0.057791,8.77283,0.098525,0.092093,,
14069,20380722053,0.141852,0.150844,0.076222,0.084221,0.103005,0.168251,,,,8.039474,0.174235,0.21609,15.151041,
14070,20393862690,0.061598,0.058719,0.072478,0.032927,,,,,,,,,,
14071,20394085691,0.032415,0.071454,0.244889,0.030207,0.089341,0.103805,,,,,,,,
14072,20394513071,0.100253,0.095389,0.116477,0.069854,0.074302,0.077982,0.081437,0.339638,0.064958,,15.277949,,,8.658337
14073,20397946665,0.06211,0.119996,,0.102365,0.113757,0.181722,,,,,,,,
14074,20398302463,0.057855,0.070398,0.223834,0.086653,0.109277,0.096221,,,,,,,,
14075,20398763921,,,0.263832,,0.069662,0.075518,0.074846,0.793992,0.065311,8.410536,0.108413,0.104445,14.818539,
14076,20411492250,,,,,,,,,,11.520876,0.203642,0.38082,,6.627965
14077,20430109685,0.104413,0.113468,,0.042239,,,,,,,6.103404,,12.133211,
14078,20430357325,0.034463,0.067742,0.066654,0.092093,,0.194139,,,,,,,,
14079,20430682244,0.026079,0.050815,,0.032191,0.126684,,,,,,,,,
14080,20430853151,0.029471,0.034975,,0.026239,,,,,,,,,,
14081,20430979931,0.024543,0.036287,0.402613,0.028575,,0.097053,,,,,,,,
14082,20431197908,0.024895,0.086653,0.717355,0.029568,0.137436,0.094013,,,,,,,,
14083,20431841026,,,0.961636,,0.089885,0.097949,,,,,,,,
14084,20432314804,,,1.306298,,0.142395,0.099837,,,,,,,,
14085,20432746055,,,1.518579,,0.094909,0.096477,,,,,,,,
14086,20434819626,0.054302,0.049119,,0.030623,0.093853,,,,,,,,,4.709941
14087,20435203070,0.027007,0.037791,0.089021,0.025728,0.124605,0.231769,,,,,,,,
14088,20435613714,0.027744,0.043646,0.531664,0.028223,,,,,,,,,,
14089,20435842955,0.068574,0.095869,0.541552,0.119613,0.110461,0.082493,,,,,,,,
14090,20436263679,0.069566,0.086845,,0.066558,0.106653,0.08019,,,,,,,,
14091,20436572566,0.06947,0.087454,0.576751,0.171835,0.102045,0.115037,,,,,,,,
14092,20437003081,0.073214,0.121917,0.61003,0.073342,0.109629,0.161403,,,,,,,,
14093,20437487707,0.071646,0.085981,0.666636,0.108125,0.08867,0.092573,,,,,,,,
14094,20437874608,0.058495,0.067262,0.6795,0.050334,,0.086109,,,,,,,,
14095,20438085769,0.059806,0.034879,,0.050015,0.124284,,,,,,,,,
14096,20438268420,0.024288,0.028671,0.701227,0.023327,,,,,,,,,,
14097,20438416192,0.024735,0.061823,,0.028223,0.07971,0.085982,,,,,,,,
14098,20438566171,0.026719,0.031519,,0.05571,,,,,,,,,,
14099,20438684376,0.027231,0.030495,0.759434,0.043775,,0.078621,,,,,,,,
14100,20438836275,0.024703,0.035327,,0.047967,0.073278,,,,,,,,,
14101,20439017486,0.023328,0.030783,0.890437,0.023903,,,,,,,,,,
14102,20439165033,0.027647,0.061182,,0.026656,0.107805,0.089278,,,,,,,,
14103,20439342628,0.025535,0.031167,,0.023584,,,,,,,,,,
14104,20439459713,0.024992,0.031487,1.172222,0.023807,,,,,,,,,,
14105,20439544606,0.022975,0.030912,,0.065502,0.081662,0.080637,,,,,,,,
14106,20439738265,0.025632,0.031583,1.42095,0.043454,,,,,,,,,,
14107,20439946546,0.071486,0.120252,,0.070654,0.143644,0.081181,,,,,,,,
14108,20440288040,0.067646,0.089182,1.666159,0.070078,0.142043,0.127165,,,,,,,,
14109,20440707260,0.075133,0.082078,2.003397,0.063742,0.086878,0.123836,,,,,,,,
14110,20441083953,0.07123,0.104733,2.270941,0.076606,0.080222,0.092893,,,,,,,,
14111,20441659168,,,2.528982,,0.079614,0.088797,,,,,,,,
14112,20442022517,0.058142,0.090014,2.744527,0.075773,0.093053,0.086301,,,,,,,,
14113,20442406570,0.05427,0.065246,3.040358,0.121661,0.127996,0.109533,,,,,,,,
14114,20442713505,0.045727,0.038175,3.374781,0.025215,0.07091,0.077181,,,,,,,,
14115,20443270544,0.028447,0.035039,3.556567,0.024032,0.072862,0.077853,,,,,,,,
14116,20443665253,,,3.782225,,0.100285,0.101309,,,,,,,,
14117,20444101784,,,3.876046,,0.077406,0.102717,,,,,,,,
14118,20444461805,,,3.931916,,0.080446,0.082781,,,,,,,,
14119,20444822275,,,3.968235,,0.078749,0.083038,,,,,,,,
14120,20445210583,,,3.937931,,0.08307,0.112093,,,,,,,,
14121,20445575820,,,3.272992,,0.083134,0.087165,0.121884,2.366459,0.098621,,,,,
14122,20448681105,,,6.03243,,0.097405,0.105501,,,,,,,,
14123,20449096037,,,6.265447,,0.091133,0.09187,,,,,,,,
14124,20449500633,0.116125,0.094557,5.814676,0.033119,0.125308,0.088734,0.084317,0.367094,0.071997,,,,,
14125,20450685206,0.034463,0.037215,0.07011,0.065534,,0.105437,,,,,,,,
14126,20450883280,0.026687,0.030591,0.304631,0.044767,0.092637,0.091549,,,,,,,,
14127,20451496734,,,0.545424,,0.084798,0.084253,,,,,,,,
14128,20451734967,0.138876,0.176698,0.094557,0.089598,0.079614,,0.074366,0.370069,0.069758,,,,,
14129,20462080678,0.075582,0.093405,,0.123261,0.177978,0.179579,,,,,,,,
14130,20462519321,0.078173,0.089502,0.308887,0.06771,0.093821,0.097821,,,,,,,,
14131,20463044201,,,0.364149,,0.090845,0.093021,0.09411,0.463602,0.073726,15.224479,0.232089,0.202042,,
14132,20465593694,,,,,,,,,,15.444345,0.108413,,,
14133,20465937844,,,,,,,,,,19.386468,0.140188,0.203962,,
14134,20471922979,,,,,,,,,,13.589967,0.191194,0.170523,,
14135,20477603740,0.072701,0.057087,,0.036319,,,,,,,0.151324,0.095965,,
14136,20477931986,0.027551,0.034943,0.100509,0.025311,0.121853,0.178298,,,,,,,,
14137,20478533280,0.149212,0.129468,0.478354,0.117468,0.08755,0.097629,,,,,9.34558,,19.053198,3.104516
14138,20488275745,,,0.103197,,0.117244,0.179035,0.138492,0.422452,0.072734,6.522399,0.227418,0.304823,15.893259,2.687217
14139,20510041759,0.153148,0.154107,0.076414,0.08835,,,,,,,10.379534,,,
14140,20510504209,0.061054,0.066878,,0.101533,0.104573,0.143579,,,,,,,,
14141,20510935013,0.057694,0.078526,0.288696,0.06531,0.105597,0.125756,,,,,,,,
14142,20511238556,0.057374,0.063519,0.386548,0.051134,,,,,,,,,,
14143,20511504756,0.053406,0.081982,,0.026175,0.086078,0.107709,,,,,,,,
14144,20511671439,0.025439,0.042431,,0.026719,,,,,,,,,,
14145,20511852010,0.076222,0.039743,0.537296,0.026079,,0.08643,,,,,,,,
14146,20512028068,0.050046,0.036607,,0.027808,0.11638,,,,,,,,,
14147,20512188064,0.025856,0.033439,,0.025567,,,,,,,,,,
14148,20512287741,0.023903,0.048383,0.75681,0.071165,,0.095229,,,,,,,,
14149,20512493079,0.024288,0.031775,,0.026399,0.094973,,,,,,,,,
14150,20512610067,0.025215,0.029599,,0.022879,,,,,,,,,,
14151,20512720528,0.023039,0.031647,,0.024575,,,,,,,,,,
14152,20512771086,0.026623,0.058143,1.072928,0.100157,0.103581,0.160092,,,,,,,,
14153,20513259520,0.073246,0.087453,1.410646,0.069982,0.103805,0.111325,,,,,,,,
14154,20513643317,0.074654,0.085822,1.716621,0.067742,,0.104925,,,,,,,,
14155,20513986859,0.072413,0.183035,2.097346,0.086622,0.109437,,,,,,,,,
14156,20514421950,0.071774,0.117565,,0.073789,0.097117,0.110973,,,,,,,,
14157,20514774771,0.072126,0.086302,2.379514,0.072893,0.10518,0.094878,,,,,,,,
14158,20515224902,0.06451,0.112765,2.702608,0.114429,0.131932,0.102045,,,,,,,,
14159,20515629242,0.09907,0.083421,3.080358,0.06035,,,,,,,,,,
14160,20515822964,0.059966,0.080542,,0.070653,0.172283,0.10966,,,,,,,,
14161,20516082445,0.024704,0.029855,,0.031967,,,,,,,,,,
14162,20516209577,0.025535,0.030495,3.492729,0.026847,,,,,,,,,,
14163,20516348261,0.023647,0.050975,,0.026207,0.097565,0.097085,,,,,,,,
14164,20516494625,0.023135,0.030016,,0.024447,,,,,,,,,,
14165,20516611549,0.024159,0.031583,3.703474,0.023199,,,,,,,,,,
14166,20516780344,0.036415,0.066526,,0.024639,,0.098974,,,,,,,,
14167,20516853782,0.025312,0.032927,,0.052062,0.085693,,,,,,,,,
14168,20517046384,0.027263,0.029855,3.796784,0.02544,,,,,,,,,,
14169,20517224363,0.066174,0.071294,,0.103869,0.091261,0.098077,,,,,,,,
14170,20517599072,0.075038,0.080989,3.888013,0.115933,0.103325,0.102781,,,,,,,,
14171,20518045331,0.074685,0.085566,3.899244,0.068606,0.099837,0.110557,,,,,,,,
14172,20518410920,0.069758,0.090621,3.976971,0.103101,0.102333,0.098621,,,,,,,,
14173,20519048565,,,4.046249,,0.100125,0.097853,,,,,,,,
14174,20519479369,,,4.046632,,0.088413,0.093406,,,,,,,13.204538,
14175,20519901468,,,4.097895,,0.095293,0.113981,,,,,,,,
14176,20520278513,,,4.209828,,0.095549,0.07907,,,,,,,,
14177,20520717572,,,4.519578,,0.075326,0.083582,,,,,,,,
14178,20521057274,,,4.746164,,0.071998,0.074686,,,,,,,,
14179,20521390416,,,4.944398,,0.07027,0.07155,,,,,,,,
14180,20521736038,,,5.132488,,0.085597,0.084478,,,,,,,,
14181,20522158522,,,5.417313,,0.10838,0.106461,,,,,,,,
14182,20522658411,,,5.719576,,0.107933,0.133852,,,,,,,,3.020711
14183,20523141437,,,6.090957,,0.107132,0.100989,,,,,,,,
14184,20523613999,,,6.43869,,0.103165,0.103485,,,,,,,,
14185,20524116256,,,6.632188,,0.102685,0.116221,0.1359,2.872907,0.098205,,,,,
14186,20527873009,,,9.979161,,0.126524,0.152284,,,,,,,,
14187,20528375458,,,10.156884,,0.102397,0.104637,,,,,,,,
14188,20528833205,0.07315,0.081565,10.218291,0.036351,0.101181,0.100893,0.107644,0.398613,0.075198,,,,,
14189,20538431354,0.029343,0.032352,0.082046,0.047454,,0.148412,,,,,,,,
14190,20538665779,0.025759,0.075774,0.459091,0.028543,0.1207,0.106812,,,,,,,,
14191,20539406941,,,0.712619,,0.100957,0.106429,,,,,,,,
14192,20539721427,,,,,0.1063,,0.101757,2.888779,0.1383,14.97927,0.209338,0.205658,,
14193,20545180786,,,,,,,,,,15.664945,0.07443,,,
14194,20545534472,,,,,,,,,,8.110225,0.1655,0.188186,,
14195,20551189345,,,,,,,,,,,0.220057,0.110557,15.243678,2.454072
14196,20564550551,0.089085,0.108317,,0.040159,,,,,,,9.632516,,,
14197,20564848366,0.032991,0.034047,0.106333,0.025888,,,,,,,,,,
14198,20564976907,0.025504,0.037887,0.5452,0.026623,0.124796,0.203002,,,,,,,,
14199,20565647959,,,0.901125,,0.109341,0.119164,,,,,,,,
14200,20566109033,,,,,0.104093,0.100285,0.108797,0.454419,0.131356,9.129714,0.248249,0.270616,13.756042,3.936172
14201,20580854614,0.128124,0.129276,0.098046,0.066366,,,,,,,2.362074,,,
14202,20581371559,0.056926,0.15254,,0.047807,0.129308,0.203866,,,,,,,,
14203,20581609888,0.026271,0.081278,0.403188,0.031967,0.110173,0.116636,,,,,,,,
14204,20582407976,0.160635,0.153852,0.666156,0.071294,0.100541,0.099965,0.090686,0.430259,0.071742,8.926649,0.217529,0.15078,11.924769,
14205,20595857468,0.056799,0.130364,0.071166,0.169019,0.159067,0.183322,,,,,,,,
14206,20596365325,0.048318,0.056831,0.305879,0.041183,,,,,,,,,,
14207,20596620389,0.045727,0.098941,,0.051711,0.208858,0.130812,,,,,,,,
14208,20596948188,0.047359,0.053247,,0.040222,,,,,,,,,,
14209,20597134838,0.04643,0.040447,0.690315,0.025567,0.104765,0.110813,,,,,,,,
14210,20597424333,0.14038,0.046974,,0.032672,,,,,,,,,,
14211,20597563561,0.025887,0.034175,0.913381,0.047935,,0.112444,,,,,,,,6.819607
14212,20597813954,0.029919,0.066398,,0.028255,0.113341,,,,,,5.501982,,,
14213,20597964478,0.026079,0.028256,,0.024543,,,,,,,,,,
14214,20598078426,0.023135,0.027871,1.099488,0.022688,,,,,,,,,,
14215,20598238805,0.023487,0.080061,,0.032831,,0.137084,,,,,,,,
14216,20598372658,0.025823,0.031584,,0.026847,0.131132,,,,,,,,,
14217,20598527981,0.025471,0.031167,,0.025471,,,,,,,,,,
14218,20598645001,0.024831,0.029823,1.498164,0.023392,,,,,,,,,,
14219,20598793477,0.023615,0.067038,,0.057086,,0.111069,,,,,,,,
14220,20598911810,0.026016,0.032415,,0.041918,0.142172,,,,,,,,,
14221,20599081661,0.024576,0.031807,,0.023711,,,,,,,,,,
14222,20599198137,0.024639,0.029791,1.723437,0.023199,,,,,,,,,,
14223,20599313270,0.026687,0.032895,,0.054558,0.14406,0.097117,,,,,,,,
14224,20599549455,0.039678,0.053727,,0.038623,,,,,,,,,,
14225,20599733609,0.038303,0.048638,2.081539,0.041503,,0.131068,,,,,,,,
14226,20599931940,0.040799,0.049471,,0.092285,0.107837,,,,,,,,,
14227,20600223451,0.041471,0.06387,2.399737,0.040703,,,,,,,,,,
14228,20600357495,0.039775,0.045311,,0.075773,0.109597,0.115549,,,,,,,,
14229,20600636271,0.040063,0.050399,,0.038431,,,,,,,,,,
14230,20600782634,0.062878,0.051359,2.793613,0.073341,,0.117789,,,,,,,,
14231,20601045283,0.037183,0.047518,,0.076958,0.14486,,,,,,,,,
14232,20601291387,0.040447,0.048798,3.225344,0.036511,,,,,,,,,,
14233,20601466166,0.037919,0.044446,,0.046495,0.14358,0.107965,,,,,,,,
14234,20601696879,0.037215,0.04563,,0.035551,,,,,,,,,,
14235,20601902025,0.039359,0.048318,3.588887,0.040831,0.116476,0.135932,,,,,,,,
14236,20602480024,,,3.975978,,0.097245,0.104541,,,,,,,,
14237,20602939467,,,4.28141,,0.12566,0.104605,,,,,,,,
14238,20603425308,,,4.654998,,0.101309,0.101917,,,,,,,,
14239,20603915022,,,4.934895,,0.154171,0.129564,,,,,,,,
14240,20604449694,,,5.355746,,0.108957,0.106397,,,,,,,,
14241,20604924528,,,5.715127,,0.107421,0.104029,,,,,,,,
14242,20605394658,,,6.066766,,0.102845,0.106556,,,,,,,,
14243,20605855637,,,6.385124,,0.105277,0.102685,,,,,,,,
14244,20606311303,,,6.624284,,0.126333,0.098941,,,,,,,,
14245,20606798553,,,6.922676,,0.110397,0.100765,,,,,,,,
14246,20607268971,,,7.115342,,0.098653,0.100541,,,,,,,,
14247,20607807515,,,7.431973,,0.112893,0.111388,,,,,,,,
14248,20608343435,,,7.742876,,0.106813,0.118684,,,,,,,,
14249,20608811230,,,8.034099,,0.105756,0.102429,,,,,,,,
14250,20609306703,,,8.254637,,0.108157,0.131964,,,,,,,,
14251,20609775681,,,8.53258,,0.100989,0.101885,,,,,,,12.106522,
14252,20610225812,,,8.799005,,0.097661,0.098909,,,,,,,,
14253,20610683910,,,9.0677,,0.104029,0.103549,,,,,,,,
14254,20611136089,,,9.30555,,0.097245,0.098109,,,,,,,,
14255,20611599435,0.079741,0.116893,9.535655,0.057822,0.102301,0.120924,0.145564,,,,,,,
14256,20612133532,0.075741,0.059711,,0.037311,,,,,,,,,,2.220255
14257,20613355704,0.041791,0.051967,3.495993,0.03731,0.119228,0.149116,,3.031623,0.099613,,,,,
14258,20616059336,,,3.733905,,0.121628,0.154588,,,,,,,,
14259,20616542522,0.103933,0.160859,3.046887,0.117917,0.103549,0.102621,0.091773,0.404276,0.072862,14.923752,,,,
14260,20630271237,0.038687,0.078462,0.076606,0.092637,,0.217945,,,,,,,,
14261,20630623770,0.030111,0.037247,0.418772,0.024352,0.1335,,,,,,0.772361,0.215673,,
14262,20631017615,,,0.723754,,0.101597,0.103581,,,,,0.100157,,,
14263,20631626109,,,,,0.151228,0.103005,0.145851,0.461107,0.085693,15.592756,0.148155,0.183003,,
14264,20640201344,0.107005,0.104477,0.075838,0.057214,,,,,,7.635423,0.247161,0.208922,,
14265,20644896885,0.045023,0.091581,,0.08067,0.167355,0.12918,,,,,,,,
14266,20645187501,0.047198,0.053919,0.350774,0.038207,0.103773,0.106556,,,,,,,14.265852,
14267,20645913527,0.111836,0.111869,0.585998,0.053118,0.104989,0.101821,0.103741,0.400148,0.070494,,7.696157,,,2.474263
14268,20654712788,0.053919,0.056638,0.069662,0.031903,0.122876,0.159644,,,,,,,,
14269,20655253220,0.047743,0.084285,0.164603,0.112861,0.111388,0.111709,,,,8.818972,0.21161,0.242713,,
14270,20656256870,,,0.077246,,0.12534,0.117564,0.101565,0.426676,0.073406,9.014166,8.197166,,13.163067,2.466456
14271,20666381468,0.128957,0.164059,0.072701,0.070942,,,,,,,0.177947,0.205498,10.893855,
14272,20678382650,0.049855,0.113789,0.367317,0.049502,0.126652,0.181499,,,,,,,,
14273,20678924394,0.037567,0.053823,,0.032671,,0.110109,,,,,,,,
14274,20679046918,0.038367,0.037759,0.420435,0.085373,0.13734,0.108765,,,,,,,,
14275,20679604118,0.033599,0.054047,,0.031519,0.111293,,,,,,,,,
14276,20679802864,0.037759,0.050015,,0.036959,,,,,,,,,,
14277,20679887085,0.037791,0.068606,0.715339,0.086685,,0.184923,,,,,,,,
14278,20680223267,0.037023,0.048287,,0.077117,0.151259,,,,,,,,,
14279,20680472380,0.03779,0.050719,0.882726,0.035615,,,,,,,,,,
14280,20680651319,0.036607,0.045183,,0.036671,0.113405,0.107292,,,,,,,,
