Frame,ts,capsfilter0,queue0,tcamconvert0,videoconvert0,capsfilter1,vaapiencodeh264-0,queue1,pay0,rtpsession0,tee0,funnel0,tee1
1082,44108182506,0.086923,32.561276,7.545012,,,6.89243,1.035485,0.620754,0.184079,0.149875,,
1083,44148089145,0.109294,11.913638,7.104441,32.361627,0.765057,7.063287,0.621595,0.578768,0.196303,0.10562,,
1084,44191226993,0.086202,21.114296,7.34603,32.586168,0.804897,7.470452,0.694935,0.548257,0.155633,0.070155,,
1085,44234933845,0.113694,30.666424,,33.123141,0.75556,7.315724,,,,,,
1086,44244299864,0.099918,,6.881894,,,,1.294735,0.663573,0.211704,0.106169,,
1087,44281449080,0.111486,41.030511,8.238057,36.371288,0.751055,7.546771,0.652725,0.662845,0.206312,0.105142,,
1088,44326203308,0.086137,22.760416,7.104601,33.240077,1.907702,7.571758,0.564384,0.523315,0.149322,0.069589,,
1089,44374433281,0.088349,,,36.043509,0.89789,,,,,,,
1090,44377804338,0.082715,35.57126,6.761456,,,7.533037,0.769939,0.785046,0.222172,0.074055,,
1091,44419931436,0.081566,12.811886,7.83601,35.365642,0.818361,7.377893,0.62358,0.696477,0.200058,0.072989,,
1092,44468302648,0.08181,25.343345,,35.818005,0.796324,,,,,,,
1093,44478492405,0.100723,,6.867762,,,9.393433,0.669242,0.820809,0.264971,0.075125,,
1094,44515909848,0.11594,43.01913,7.685903,36.035102,0.769779,7.255027,0.645884,0.62775,0.191287,0.072468,,
1095,44563668996,0.089698,23.551609,7.77267,35.627104,0.938345,7.256821,0.523132,0.516856,0.148039,0.068965,,
1096,44611557270,0.082671,,,35.293088,0.762909,,,,,,,
1097,44614832135,0.126315,34.982676,8.673095,,,7.214171,0.681908,0.597288,0.186887,0.151021,,
1098,44657963500,0.080279,45.805771,8.190979,34.45827,0.789013,7.09835,0.660694,0.613174,0.198818,0.072547,,
1099,44705203710,0.086779,29.641317,,35.675736,0.791201,,,,,,,
1100,44714086874,0.083588,,8.432273,,,8.091963,0.533552,0.580318,0.188798,0.073525,,
1101,44753974806,0.080941,43.925578,8.349492,35.868713,0.749956,7.757511,0.78832,0.726397,0.206308,0.073797,,
1102,44801783255,0.081734,21.516535,8.199062,35.806655,0.766921,6.599828,0.512343,0.503908,0.174759,0.116127,,
1103,44845672854,0.076257,,,32.182903,0.780397,,,,,,,
1104,44849007495,0.081364,29.513292,7.341153,,,6.510365,0.784457,0.41062,0.164896,0.07158,,
1105,44888271337,0.086252,42.66127,7.050116,31.922689,0.792392,6.052588,0.614654,0.365769,0.15198,0.071135,,
1106,44931084913,0.121368,18.119467,,32.431342,0.766996,4.926601,0.646537,0.236918,0.140541,0.07089,,
1107,44938319388,,,,,,,,,0.064807,0.072311,,
1108,44938811963,0.139748,25.837482,7.046249,32.252978,0.779089,7.357201,0.75048,0.683574,0.082251,0.101251,,
1109,44983723242,0.079072,,7.21098,32.161246,0.756476,,,,0.210001,0.074455,,
1110,45020049953,0.085183,32.383209,7.542833,,,6.918951,1.017575,0.657244,0.156972,0.105801,,
1111,45059317277,0.116264,11.304389,7.195235,31.724491,0.790965,7.06331,0.626674,0.581695,0.181631,0.075304,,
1112,45102282864,0.086978,20.33344,7.182749,32.254491,0.818094,7.020135,0.857542,0.60129,0.204642,0.07466,,
1113,45144826171,0.103699,28.424896,,32.06629,0.747826,6.596577,0.622394,0.516046,0.162704,0.07456,,
1114,45155507757,0.076615,35.05288,7.513042,31.981798,0.780644,,,,,,,
1115,45194719339,0.08055,,7.077654,,,6.44914,0.598423,0.475447,0.141043,0.104088,,
1116,45230267458,0.114803,42.126384,7.173598,32.423789,0.838428,6.152368,0.616193,0.399277,0.202492,0.073892,,
1117,45273088967,0.087485,22.472234,7.117669,32.343321,0.779902,5.924189,0.649718,0.302955,0.127508,0.070834,,
1118,45316335448,0.078689,31.976006,,32.567026,0.770758,6.230812,,,,,,
1119,45324728292,0.104132,,6.889829,32.226895,,,1.391274,0.35753,0.158951,0.070007,,
1120,45359735323,0.127171,38.151461,6.951479,,0.764843,6.029554,0.658031,0.309211,0.202831,0.154976,,
1121,45401501414,0.086166,15.842569,7.146975,32.352601,0.77923,6.36315,0.622471,0.385806,0.166761,0.098291,,
1122,45444526148,0.087854,24.799593,7.685364,32.27275,0.770727,6.339902,0.752699,0.451638,0.140396,0.115405,,
1123,45487624203,0.086785,34.014156,,32.068467,0.727415,,,,,,,
1124,45494569957,0.078012,,7.191661,,,6.218339,0.646264,0.393052,0.159876,0.071911,,
1125,45530594095,0.080384,42.385774,7.024377,32.580227,0.773443,6.404762,0.628238,0.401927,0.754399,0.149575,,
1126,45573075279,0.086221,18.603916,7.202079,32.119102,0.826772,6.794946,0.626322,0.479987,0.17486,0.105575,,
1127,45594984974,0.114107,30.582311,,35.329769,0.743532,6.70739,,,,,,0.391425
1128,45627682679,0.039404,,7.149375,,,,0.963442,0.471464,0.140993,0.104052,0.432076,
1129,45664584526,0.077046,40.982436,7.50564,34.942403,0.763815,6.53927,1.044909,0.508185,0.171204,0.073615,,
1130,45707676924,0.077998,15.697263,8.4372,32.153522,0.762828,8.380384,0.617159,0.497925,0.175108,0.073085,,
1131,45751471886,0.11988,23.144005,,31.840108,0.76156,6.489482,0.864025,0.470534,0.184319,0.094052,,
1132,45761906543,0.03853,,7.239779,,,,,,,,,
1133,45794665771,0.083426,37.30447,7.184844,32.759228,0.805779,6.546739,0.637391,0.949968,0.335476,0.07554,,
1134,45837514184,0.084542,12.851634,7.230422,32.357933,0.770445,6.662336,0.652658,0.468629,0.21738,0.106047,,
1135,45880537463,0.075933,20.421069,7.224513,32.202204,0.7689,7.222921,0.956469,0.47867,0.137481,0.069517,,
1136,45923240127,0.103587,26.956007,,32.100774,0.753795,6.530752,,,,,,
1137,45931337004,0.037047,,7.561734,,,,0.81233,0.460391,0.162193,0.114815,,
1138,45966232034,0.088138,38.757329,7.087193,32.165523,0.799264,6.504844,0.622957,0.430404,0.168199,0.070729,,
1139,46008893768,0.104699,15.358052,7.391054,32.266883,0.784902,6.330756,0.649746,0.39465,0.135463,0.114347,,
1140,46052534348,0.077739,24.445509,7.546871,32.662757,0.782546,6.229782,0.802769,0.382486,0.169385,0.072196,,
1141,46095954305,0.115038,31.750438,,32.40422,0.804011,5.929124,,,,,,
1142,46104061334,0.110805,,7.041391,,,,1.373894,0.318636,0.165711,0.101157,,
1143,46138346649,0.122215,38.187992,7.237627,32.051774,0.841728,5.829072,0.651863,0.291847,0.157304,0.109514,,
1144,46182107555,0.087477,19.538107,7.133668,33.206819,0.804076,5.798521,0.617407,0.302131,0.196368,0.074509,,
1145,46225899623,0.077719,29.558832,,33.17549,0.795012,5.217573,0.749603,0.237681,0.145023,0.06966,,
1146,46233539995,,,,,,,,,0.063291,0.076054,,
1147,46234068672,0.112582,,7.546808,31.799811,0.796763,,,,0.122242,0.073381,,
1148,46272011324,0.076822,36.427995,7.422287,,,6.517347,0.603008,0.47541,0.143773,0.10471,,
1149,46311180673,0.085963,13.544879,7.102544,31.747062,0.782139,6.676433,1.183137,0.575188,0.1458,0.10986,,
1150,46353775682,0.14012,22.219465,7.106223,32.020877,0.751859,6.502208,0.6986,0.363574,0.130838,0.068803,,
1151,46396505221,0.112482,31.183753,,32.228426,0.768536,6.130051,,,,,,
1152,46404704908,0.113787,,6.956121,32.307867,,,1.3011,0.367687,0.157137,0.072386,,
1153,46439852476,0.07576,38.266669,7.046361,,0.766643,5.975,0.636507,0.389314,0.215405,0.095256,,
1154,46481784569,0.122094,15.214962,7.0549,32.366836,0.739858,5.990257,0.617608,0.317139,0.124743,0.105616,,
1155,46524298972,0.116727,24.025333,6.94857,32.003863,0.768555,6.226549,0.600923,0.303077,0.125107,0.069344,,
1156,46566913885,0.087407,32.6627,,32.144128,0.742855,,,,,,,
1157,46573710170,0.096967,,7.025564,,,6.05343,0.564488,0.356771,0.154382,0.154548,,
1158,46609492438,0.078633,41.337596,7.192304,32.338407,0.779232,6.806723,0.62178,0.511692,0.178202,0.074956,,
1159,46652372745,0.07872,12.341218,7.709256,32.361529,0.749674,6.72057,0.644602,0.464119,0.172697,0.072736,,
1160,46695309282,0.115918,25.893575,7.02633,31.702788,0.755625,8.987203,0.831553,,,,,
1161,46706689596,0.03776,,,32.751285,0.863619,,,0.805933,0.224913,0.157096,,
1162,46741643296,0.076388,35.321194,7.188682,,,6.602639,0.623171,0.542177,0.176494,0.073275,,
1163,46781743312,0.07564,9.766357,7.053768,32.911334,0.788088,6.677352,0.610615,0.532521,0.176761,0.073565,,
1164,46824727843,0.077693,16.392832,7.733231,32.369185,0.734925,7.149345,0.74933,0.587338,0.197982,0.072174,,
1165,46867509914,0.086507,29.299477,,31.748701,0.906796,6.611546,,,,,,
1166,46875815955,0.037972,,7.176614,,,,0.787699,0.507104,0.172389,0.072607,,
1167,46910045093,0.117142,38.062262,7.092643,32.051971,0.779159,6.536927,0.63327,0.483302,0.223753,0.07706,,
1168,46952371273,0.118053,12.473397,7.693951,31.898802,0.771662,6.456428,0.643046,0.431356,0.166854,0.106141,,
1169,46994819438,0.124634,18.504196,7.329646,31.127642,0.798059,6.672043,1.140778,0.478036,0.135715,0.07049,,
1170,47037199230,0.123551,25.025943,,31.822831,0.756255,6.38799,,,,,,
1171,47045128413,0.036246,,7.031681,,,,0.784938,0.405202,0.153826,0.070454,,
1172,47079797794,0.089018,38.546626,7.032347,32.239744,0.79438,6.320738,1.032089,0.501254,0.137933,0.113479,,
1173,47121949093,0.077282,13.853479,7.230467,31.769482,0.783363,6.534437,0.714027,0.454935,0.174706,0.103206,,
1174,47164792705,0.07768,20.505947,7.538849,32.09592,0.777657,6.381446,0.93257,0.426642,0.13254,0.06998,,
1175,47207499750,0.123816,27.315495,,31.890818,0.897754,,,,,,,
1176,47214344729,0.083003,,7.063804,,,5.947225,0.596502,0.356064,0.162831,0.070756,,
1177,47250025862,0.128887,40.423111,7.159204,32.125141,0.77645,6.039353,0.6243,0.267228,0.197238,0.107102,,
1178,47293534530,0.088294,16.378686,7.239866,32.971014,0.735654,6.146479,0.629871,0.357547,0.167064,0.073905,,
1179,47337655719,0.081951,26.61808,7.106237,33.480607,0.773051,7.756039,0.77531,0.429198,0.169471,0.103098,,
1180,47381910618,0.081874,,,,,,,,,,,
1181,47385157092,0.112212,37.853747,7.181628,35.65308,0.720771,7.422574,0.652224,0.382033,0.133285,0.121107,,
1182,47429493866,0.088223,17.392262,8.494233,32.603054,0.795178,6.884089,0.63003,0.541499,0.182603,0.071699,,
1183,47474178338,0.086456,28.045721,,32.629152,0.777304,6.026541,0.797907,0.40855,0.180168,0.074021,,
1184,47484478853,0.073878,,7.07861,32.057566,0.747303,,,,,,,
1185,47519955744,0.130367,36.391547,,,,5.610184,0.590955,0.294111,0.134787,0.072018,,
1186,47524536223,,,,,,,,,0.064371,0.157158,,
1187,47525136119,0.098811,7.841413,7.680796,32.158666,0.781689,6.448542,1.056533,0.482447,0.09829,0.114142,,
1188,47568835220,0.117115,21.349929,7.032535,32.115635,0.839364,6.484082,0.734298,0.461663,0.170217,0.100586,,
1189,47611198987,0.118004,29.702971,6.886702,31.94815,0.771505,6.350951,,,0.145656,0.071035,,
1190,47653096126,0.06783,,7.541461,,,,1.248533,0.392439,0.154413,0.164227,,
1191,47688034365,0.128787,38.814561,7.109954,32.473369,0.736032,7.24692,0.627704,0.503971,0.171075,0.073663,,
1192,47737399847,0.125633,17.537249,7.355584,38.966025,0.820473,6.877958,0.6314,0.495258,0.14559,0.070022,,
1193,47780856367,0.131453,30.732173,,32.468089,0.753108,7.167852,,,,,,
1194,47789655079,0.036086,,6.649494,,,,0.877752,0.605736,0.188724,0.093364,,
1195,47823104400,0.112644,37.331143,6.834323,32.299896,0.748702,7.171449,1.074183,0.668358,0.200071,0.104863,,
1196,47865653589,0.115299,13.696415,7.231221,32.448557,0.783245,7.210248,0.658834,0.677756,0.218625,0.099583,,
1197,47908463337,0.079396,20.24999,7.077893,32.007656,0.73435,7.066005,1.118473,0.711003,0.189911,0.073038,,
1198,47951234864,0.086647,32.482286,,32.416464,0.936519,,,,,,,
1199,47959096926,0.111961,,7.170106,,,6.925543,0.596147,0.543437,0.178179,0.073695,,
1200,47994248618,0.117153,41.548107,7.125618,32.339312,0.801439,6.824593,0.619109,0.481116,0.255264,0.074844,,
1201,48037015234,0.075329,17.107335,7.268246,32.340986,0.787303,6.713619,0.628911,0.409265,0.165853,0.097221,,
1202,48080086367,0.118759,23.915968,7.115883,32.234672,0.771813,7.082665,0.744471,0.544426,0.183543,0.073358,,
1203,48122521658,0.565999,,,31.941551,0.837078,,,,,,,
1204,48125893710,0.115736,29.848588,7.157555,,,6.838059,0.630445,1.064271,0.201895,0.074771,,
1205,48165513393,0.130868,10.338361,7.192,32.462128,0.748665,6.969285,0.616051,0.511289,0.180474,0.074106,,
1206,48208397895,0.11594,19.21234,6.836494,32.164276,0.808405,7.054049,1.214869,0.67427,0.187053,0.088686,,
1207,48251744285,0.123112,27.523368,7.184611,33.241452,0.762453,6.898961,0.620783,0.555049,0.177493,0.073542,,
1208,48293788314,0.130816,,,,,,,,,,,
1209,48294548822,0.122803,34.181936,7.283516,32.330521,0.807646,7.05602,0.895286,0.623692,0.193889,0.073932,,
1210,48337227980,0.117605,13.166307,6.850795,32.066689,0.787701,7.362546,0.658402,0.602099,0.272609,0.60046,,
1211,48380058253,0.086629,22.179333,7.069427,32.498403,0.773149,6.38122,0.703852,0.339032,0.129259,0.069451,,
1212,48422760826,0.11508,30.677749,,32.27839,0.766359,6.690159,,,,,,
1213,48430845537,0.096621,,7.07675,32.375153,0.748287,,0.628193,1.16427,0.201994,0.07361,,
1214,48469031658,0.078048,37.598461,7.324118,,,6.837517,0.640219,0.513763,0.18408,0.073545,,
1215,48508869223,0.124961,15.732537,7.56704,32.513447,0.77763,6.569312,1.047571,0.541806,0.170478,0.071813,,
1216,48551617307,0.086675,24.655699,7.080307,31.703122,0.808891,6.334814,0.850608,0.46288,0.160113,0.073225,,
1217,48594069658,0.114567,33.528896,,32.144205,0.785628,,,,,,,
1218,48601315271,0.078899,,7.167908,,,6.459985,0.569267,0.401744,0.15323,0.072954,,
1219,48636632780,0.119646,40.467614,7.267351,32.032453,0.769474,6.45359,0.625627,0.414349,0.166113,0.07187,,
1220,48679224346,0.119543,17.350967,7.085559,32.034171,0.779624,6.367368,0.688334,0.400062,0.222449,0.099237,,
1221,48722007667,0.087313,26.16863,7.013634,32.280195,0.761159,6.50947,0.746906,0.44007,0.173796,0.102034,,
1222,48764955444,0.085768,,,32.662755,0.753935,,,,,,,
1223,48768481804,0.073559,35.661861,7.250779,,,7.135678,0.628659,0.522766,0.179951,0.07492,,
1224,48808186579,0.113442,8.327599,,32.453996,0.770594,5.892151,1.216263,0.286623,0.140736,0.146817,,
1225,48817156622,,,,,,,,,0.091734,0.080056,,
1226,48817763235,0.086035,20.359008,7.636676,31.782435,0.747097,6.595163,0.791896,0.481642,0.134022,0.0749,,
1227,48860105423,0.088193,29.437707,7.0054,32.604838,0.793932,6.491169,,,0.143679,0.105549,,
1228,48902177996,0.036229,,7.196718,,,,0.767357,0.433023,0.167657,0.071809,,
1229,48936779741,0.07746,38.41783,7.530341,32.216919,0.714569,6.537199,0.632586,0.491456,0.142378,0.102854,,
1230,48979214644,0.126075,11.238753,7.142649,31.612212,0.791639,6.442818,0.649013,0.453334,0.138374,0.103645,,
1231,49022124875,0.079673,17.898238,7.079792,32.24797,0.93241,6.852275,0.611927,0.844768,0.34506,0.106004,,
1232,49064815663,0.085996,31.382841,,32.173602,0.788163,,,,,,,
1233,49072408612,0.082079,,7.159145,,,6.804786,0.565484,0.528403,0.219973,0.076349,,
1234,49107809599,0.088122,40.732676,7.050173,32.478734,0.786318,6.838219,1.067325,0.601178,0.187934,0.072947,,
1235,49150619417,0.076611,14.38013,7.248971,32.344329,0.806696,6.690688,0.661545,0.545603,0.155084,0.113525,,
1236,49193614932,0.114868,21.345606,7.106997,32.338831,0.793821,7.17719,0.744522,0.637468,0.211203,0.107452,,
1237,49236346349,0.088294,,,32.303955,0.748951,,,,,,,
1238,49239585363,0.089803,33.922624,7.06126,,,6.731672,0.62605,0.513799,0.18068,0.113231,,
1239,49279259197,0.116469,43.034083,7.249156,32.612574,0.759642,6.383915,0.733727,0.453263,0.176483,0.100272,,
1240,49322329601,0.076563,18.234875,7.279166,32.559468,0.829979,6.786967,0.663659,0.996283,0.278912,0.124253,,
1241,49365383812,0.12954,25.322974,7.26286,32.292055,0.908,6.637462,0.736462,0.419512,0.165249,0.097168,,
1242,49408293382,0.121563,,,,,,,,,,,
1243,49408710622,0.086298,32.384277,7.592009,32.617684,0.745328,6.5651,1.086212,0.500986,0.24327,0.075825,,
1244,49451645225,0.117059,13.096629,7.082617,32.03544,0.760421,6.596964,0.615291,0.449137,0.138064,0.118559,,
1245,49494949897,0.11107,22.629059,7.003799,32.694281,0.79136,6.619392,0.646736,0.373964,0.132214,0.070337,,
1246,49537963910,0.076005,29.73765,,32.553049,0.761797,6.281208,0.625562,0.42128,0.161514,0.108754,,
1247,49548381831,0.09989,,7.142317,,,,,,,,,
1248,49580683695,0.088099,36.536032,7.478466,32.301864,0.757344,6.392882,0.659244,0.431422,0.167976,0.073111,,
1249,49623536018,0.153317,15.97694,7.101487,32.060935,0.730572,5.866863,0.673269,0.933466,0.205678,0.071471,,
1250,49666384428,0.087423,25.148763,7.058826,32.327705,0.886219,5.916869,0.745532,0.372598,0.16206,0.07201,,
1251,49709291243,0.077767,32.943091,,32.434842,0.758009,,,,,,,
1252,49717927473,0.083361,,7.351477,,,7.878221,0.523391,0.408128,0.618971,0.109426,,
1253,49752892928,0.087939,39.274414,7.429847,32.950181,0.754961,5.887187,0.620458,0.343219,0.205028,0.07563,,
1254,49795799175,0.084676,19.560261,7.158345,32.087222,0.770468,5.851115,0.64919,0.339191,0.127444,0.105095,,
1255,49839260596,0.089475,29.143583,,32.740066,0.780442,5.879255,0.740493,,,,,
1256,49847841997,0.0941,,7.061822,32.323412,0.771608,,,1.181211,0.193148,0.099319,,
1257,49885387834,0.075255,37.865458,7.021902,,,5.688529,0.638297,0.318977,0.159454,0.110495,,
1258,49924694235,0.077895,8.640431,9.300368,32.284499,0.767379,5.682513,1.050461,0.402517,0.124796,0.107336,0.433071,
1259,49968949814,0.086084,23.763306,7.410087,31.478766,0.745598,5.849901,0.603556,0.260732,0.120279,0.069171,,
1260,50011753925,0.117071,32.661365,,31.910731,0.765821,,,,,,,
1261,50018032277,0.079237,,7.026471,,,5.512531,0.561178,0.367633,0.16225,0.072367,,
1262,50054716397,0.128851,41.942125,7.114929,32.57884,0.807997,5.613459,0.658455,0.288347,0.151691,0.071493,,
1263,50097524679,0.078022,13.613706,,32.353166,0.772816,6.143582,0.670085,0.307244,0.112374,0.100917,,
1264,50106068799,,,,,,,,,0.096515,0.07502,,
1265,50106683010,0.118776,26.47661,7.534929,32.056413,0.77192,6.145682,1.187595,0.414454,0.120213,0.073306,,
1266,50149520109,0.100076,,7.412172,31.866495,0.74926,,,,0.203817,0.105716,,
1267,50186478666,0.083761,35.161978,6.945299,,,5.56716,0.611363,0.344827,0.146109,0.072705,,
1268,50226488841,0.077898,10.557608,7.095633,33.064876,0.801217,5.750283,0.619621,0.330402,0.147664,0.073958,,
1269,50269572966,0.124906,17.273821,7.086168,32.390873,0.742788,5.793239,0.757568,0.334238,0.148961,0.075008,,
1270,50312265058,0.118063,24.018093,,32.412793,0.758399,5.568429,0.665377,0.303486,0.159995,0.105084,,
1271,50322644621,0.037941,,7.014008,,,,,,,,,
1272,50354952806,0.11892,38.066466,7.203607,32.308185,0.736588,5.537954,0.653857,0.297348,0.159416,0.09785,,
1273,50397799881,0.110198,13.661442,7.096617,32.435369,0.791957,5.762304,0.633929,0.326743,0.127234,0.114181,,
1274,50440797883,0.076793,20.57393,7.330949,32.378865,0.749098,5.709955,1.069685,0.335619,0.12137,0.070161,,
1275,50483625332,0.077769,27.246844,,32.217439,0.709603,,,,,,,
1276,50489987680,0.082456,,6.971213,,,5.652745,0.533823,0.39838,0.16433,0.072226,,
1277,50526055737,0.12036,40.326899,6.988528,32.26551,0.754632,5.718082,0.61856,0.329198,0.156794,0.072177,,
1278,50568810583,0.115064,15.874379,7.507506,32.483415,0.968133,5.676309,0.617106,0.300174,0.15611,0.100335,,
1279,50611752638,0.117165,23.703062,7.070579,31.76487,0.771996,5.605319,0.601615,0.390878,0.130454,0.097763,,
1280,50640907707,0.110506,,,34.789527,,,,,,,,0.358444
1281,50657860700,0.113908,30.512399,8.584744,,0.79368,6.359441,0.666982,0.307732,0.159664,0.101603,,
1282,50700918716,0.086393,12.933121,7.418371,31.830153,0.770074,6.83048,0.62447,0.327239,0.128619,0.089975,,
1283,50744315494,0.086197,22.313679,6.929823,32.311633,0.773278,5.713763,0.750832,0.324085,0.126403,0.069745,,
1284,50787201225,0.123479,30.772362,,32.587431,0.783598,5.539159,0.639684,0.336221,0.156139,0.071123,,
1285,50797603665,0.069428,,7.18774,32.499903,0.753309,,,,,,,
1286,50833448692,0.076576,37.987489,7.101759,,,5.725254,0.702505,0.303749,0.155988,0.102779,,
1287,50872734946,0.113563,15.583334,7.421583,32.184495,0.741627,5.766757,1.032389,0.401825,0.15886,0.069761,,
1288,50915160819,0.114742,24.128954,7.036991,31.588486,0.765471,5.530554,0.603324,0.263696,0.120187,0.068657,,
1289,50958046585,0.112092,33.312589,,32.555353,0.75936,,,,,,,
1290,50964510627,0.12727,,7.064835,,,5.704682,0.539787,0.376752,0.154545,0.072547,,
1291,51000633563,0.122813,40.487058,7.499464,32.221353,0.728632,5.751789,0.633428,0.324064,0.127323,0.10751,,
1292,51043676723,0.114863,18.012956,8.406323,32.214212,0.945422,6.226922,0.667815,0.31178,0.155891,0.069245,,
1293,51088070310,0.162245,28.480393,,32.231562,0.749818,5.922226,,,,,,
1294,51097075794,0.042609,,7.437747,,,,2.33344,0.323494,0.123704,0.147889,,
1295,51131147581,0.10278,37.515297,7.05486,31.962716,0.767351,5.563878,0.613815,0.286818,0.160922,0.095466,,
1296,51174443454,0.077093,10.498007,7.396457,33.008473,0.816971,5.764145,0.620446,0.324504,0.155715,0.072125,,
1297,51218067177,0.086799,23.077176,7.005244,32.671228,0.74845,5.654834,0.649339,0.261046,0.119431,0.069858,,
1298,51260958211,0.086714,32.251729,,32.590091,0.770763,,,,,,,
1299,51267392132,0.083474,,7.337205,,,5.663158,0.562794,0.330751,0.15125,0.070911,,
1300,51303543340,0.075537,40.901972,7.054263,31.899296,0.758858,5.517953,0.619288,0.369202,0.764181,0.138711,,
1301,51346223708,0.117666,14.222361,7.087181,32.471744,0.870202,5.579139,0.65265,0.298546,0.159697,0.071772,,
1302,51389385263,0.123121,21.554025,,32.561609,0.938752,6.14409,1.199289,0.372794,0.114956,0.104476,,
1303,51398694750,,,,,,,,,0.098164,0.074242,,
1304,51399413497,0.108835,,7.733701,31.987618,0.772818,,,,0.108858,0.110944,,
1305,51436009257,0.1016,35.083331,7.463922,,,5.806518,0.633594,0.359905,0.151048,0.073247,,
1306,51475542692,0.088204,10.609651,7.116984,32.069513,0.760352,5.732225,0.619144,0.423479,0.137453,0.10406,,
1307,51518321647,0.074413,18.351769,7.165287,32.126473,0.912353,5.795199,0.749996,0.33985,0.158914,0.073351,,
1308,51561556640,0.078643,25.176663,,32.55055,0.767951,5.637126,0.68321,0.382829,0.149445,0.072366,,
1309,51571922829,0.041737,,7.088646,,,,,,,,,
1310,51604507768,0.089284,38.250392,7.554024,32.584939,0.800739,5.77282,1.080308,0.404246,0.153366,0.074336,,
1311,51647232232,0.1215,13.292718,7.072987,31.739511,0.734268,5.552209,0.650591,0.305268,0.153965,0.07059,,
1312,51689922812,0.076012,21.702118,6.964646,32.271775,0.787174,5.695327,0.732087,0.339347,0.132506,0.124369,,
1313,51733666170,1.026428,28.576495,,33.422162,0.799109,5.652336,0.615634,0.335982,0.162846,0.073382,,
1314,51744345706,0.115505,,7.275172,,,,,,,,,
1315,51777539618,0.087798,37.486518,7.133725,33.193912,0.766574,5.846041,0.624111,0.329308,0.127621,0.105277,,
1316,51821228470,0.12054,18.696205,7.142862,33.048733,0.799349,5.724796,1.045247,0.434913,0.125411,0.103118,,
1317,51864624722,0.077247,24.488099,,32.573848,0.768127,5.70712,0.738708,0.328687,0.128352,0.105753,,
1318,51874840278,0.108046,34.883273,6.879616,32.26917,0.768348,,,,,,,
1319,51913543195,0.110198,,7.09644,,,5.665399,0.620448,0.30122,0.154149,0.086577,,
1320,51949902578,0.088089,41.736265,7.051551,32.398488,0.788382,5.59366,0.645316,0.311676,0.161822,0.101519,,
1321,51992763923,0.086614,21.328822,7.330218,32.496991,0.80082,5.820854,0.650188,0.308348,0.16182,0.096405,,
1322,52035744096,0.087737,30.184057,,31.991148,0.741173,5.574644,,,,,,
1323,52042808088,0.060796,,7.036455,32.675918,0.84742,,0.748175,1.087852,0.196886,0.0736,,
1324,52082019993,0.141712,38.61091,7.084214,,,5.593592,0.654033,0.307541,0.157305,0.102705,,
1325,52121654509,0.111291,15.253507,7.150305,32.550302,0.987039,5.759169,0.643559,0.301537,0.156973,0.099714,,
1326,52164831435,0.115685,24.253704,7.48324,32.235264,0.788579,5.60749,0.599831,0.263845,0.122202,0.069226,,
1327,52207640554,0.107441,33.359006,,31.969357,0.770124,,,,,,,
1328,52214168158,0.077097,,7.052903,,,5.75748,0.578844,0.356632,0.161058,0.072243,,
1329,52251238036,0.126173,43.015801,7.294038,33.085743,0.777519,5.617018,0.613219,0.327216,0.126966,0.110943,,
1330,52294401570,0.113279,14.623184,7.018694,32.63145,0.956976,5.696523,1.069398,0.386633,0.164471,0.101296,,
1331,52339017694,0.086441,29.480681,7.491717,33.853732,0.827028,5.562578,,,,,,
1332,52383710212,,,,33.055063,0.87543,5.947441,,,,,,
