Frame,ts,capsfilter0,queue0,tcamconvert0,videoconvert0,capsfilter1,vaapiencodeh264-0,queue1,pay0,rtpsession0,tee0,funnel0,tee1
533,26041785623,0.117595,40.462828,7.191388,34.036852,0.763651,5.998874,0.628271,0.465456,0.172051,0.073923,,
534,26086785384,0.080879,16.085687,7.015969,34.601044,2.009452,6.578905,0.620493,0.431257,0.168187,0.102666,,
535,26133245509,0.113059,33.040818,,34.641388,0.79149,,,,,,,
536,26141530892,0.113957,,7.468393,,,7.493893,0.734339,0.435242,0.212854,0.079254,,
537,26181060613,0.083147,47.291421,7.271169,35.830293,0.794886,7.274794,0.622625,0.43008,0.153963,0.072313,,
538,26229452391,0.080506,26.037908,7.221087,36.464635,0.779944,7.21761,0.648333,0.428337,0.182277,0.072543,,
539,26273573789,0.110728,,,,,,,,,,,
540,26277507782,0.116588,38.115235,7.236034,36.04206,0.779547,7.236867,0.742134,0.488086,0.225965,0.081119,,
541,26324235640,0.104058,21.723197,7.619742,34.962176,0.750663,6.250189,0.627437,0.425112,0.168873,0.100454,,
542,26372186560,0.110515,,,35.538035,0.882791,,,,,,,
543,26376909401,0.081484,35.869289,7.216076,,,7.500809,0.744854,0.430572,0.175231,0.101933,,
544,26419862268,0.081813,12.895395,7.716904,35.736791,0.79169,6.108716,0.670856,0.428829,0.210266,0.10634,,
545,26467412841,0.081539,24.59635,,35.051902,0.903237,6.169716,0.762212,0.429193,0.168236,0.072324,,
546,26479870057,0.033237,,7.830287,,,,,,,,,
547,26515187763,0.118102,42.540171,8.235906,35.317706,0.918131,6.098197,0.612964,0.519079,0.166722,0.0723,,
548,26562731179,0.080947,22.249129,8.138113,35.886519,0.797772,6.108269,0.630779,0.437097,0.141595,0.105602,,
549,26609982940,0.080793,33.702211,,35.673046,0.720971,6.798309,,,,,,
550,26618429488,0.063528,,,,,,0.927268,0.311996,0.22912,0.097516,,
551,26619602337,,,,,,,,,0.068164,0.114662,,
552,26620381654,0.084241,42.945532,8.335191,35.773559,0.71876,6.33464,0.645939,0.471864,0.121647,0.098316,,
553,26665838304,0.103401,29.404329,8.288291,35.812233,0.76864,6.170384,,,0.146947,0.070623,,
554,26712708818,0.034837,,8.596593,,,,0.915486,0.441034,0.173595,0.10057,,
555,26752738677,0.081148,43.47054,8.666189,35.866851,0.713384,6.156421,0.739482,0.439158,0.173982,0.113883,,
556,26799684539,0.08107,19.571707,8.566966,35.052187,0.891335,6.060404,0.65688,0.377773,0.134628,0.069415,,
557,26847006007,0.110046,,,35.177388,,,,,,,,
558,26847718545,0.103319,30.735131,8.052757,,0.712538,6.058001,1.216164,0.530516,0.212562,0.100676,,
559,26894229036,0.109005,16.297788,7.207869,36.009304,0.758152,6.105496,0.653632,0.432736,0.169139,0.07275,,
560,26938364235,0.081316,27.565051,7.020097,33.446608,2.011805,6.46782,0.766872,0.456985,0.14099,0.092709,,
561,26985018831,0.110618,,,34.630027,0.741907,,,,,,,
562,26989654747,0.083776,38.053816,7.238726,,,7.301914,0.907158,0.433097,0.1919,0.072479,,
563,27031890318,0.086407,19.947886,7.707964,34.996845,0.812131,6.050575,0.669378,0.414892,0.18373,0.073995,,
564,27079412103,0.116034,32.415533,,35.173131,0.804849,,,,,,,
565,27086267811,0.106539,,8.827574,,,6.050859,0.717741,0.437352,0.169157,0.071033,,
566,27127059690,0.080925,46.224263,8.2331,35.533021,0.777007,6.002244,0.632302,0.482896,0.145471,0.107433,,
567,27174405440,0.080235,22.304806,,35.900261,0.841913,6.171134,0.755471,0.478851,0.139917,0.130351,,
568,27186195625,0.08777,,8.17479,,,,,,,,,
569,27221981691,0.087442,39.870518,8.445158,35.786066,0.744793,6.133704,0.738682,0.472411,0.165216,0.109371,,
570,27269282144,0.115561,19.905638,8.34487,35.527427,0.777042,6.16309,0.628896,0.460995,0.170328,0.073256,,
571,27316864684,0.081817,32.493807,,35.685578,0.881278,6.164506,,,,,,
572,27324771961,0.035729,,8.656794,,,,0.861493,0.440667,0.167767,0.106534,,
573,27363063175,0.077821,42.594977,7.188104,34.075978,0.77009,6.052579,0.624026,0.900347,0.388437,0.076907,,
574,27406723887,0.115586,22.190782,6.997861,32.758106,0.836284,6.119903,0.631649,0.423696,0.27408,0.080374,,
575,27449505314,0.124289,30.921249,,32.235135,0.743723,6.357363,,,,,,
576,27457976968,0.066523,,7.311968,,,,1.370568,0.424632,0.161658,0.072851,,
577,27492078210,0.0754,38.124488,7.074546,32.044585,0.743074,6.006789,0.705679,0.425291,0.156707,0.073058,,
578,27534759399,0.112401,10.616426,7.137073,32.296269,0.800141,6.108904,0.629077,0.452213,0.190616,0.077148,,
579,27577828454,0.088953,24.338418,7.122058,32.474773,0.791267,6.1164,0.645488,0.354812,0.131651,0.069141,,
580,27620495144,0.116154,33.061845,,32.086313,0.805535,,,,,,,
581,27627363303,0.096012,,7.048114,,,6.062624,0.569916,0.435141,0.166803,0.072477,,
582,27663291072,0.109105,42.086261,7.203845,32.457915,0.779318,5.994028,0.623852,0.916104,0.329919,0.076228,,
583,27706062103,0.129841,14.441936,7.164509,32.36612,0.779166,7.148744,0.647554,0.452543,0.218697,0.107671,,
584,27749768999,0.139263,21.549032,,32.659351,0.729671,6.20461,0.731802,0.418201,0.169602,0.071671,,
585,27760369094,0.057486,,7.289362,,,,,,,,,
586,27792881820,0.106006,37.034433,7.538035,32.512726,1.027809,6.198869,0.629413,0.455103,0.140365,0.090392,,
587,27836142955,0.076139,12.115105,7.076596,32.092415,0.754349,6.097577,0.626961,0.414245,0.171407,0.14932,,
588,27878715137,0.076817,18.564679,7.018175,31.95815,0.843372,6.075681,0.752155,0.41592,0.793586,0.157248,,
589,27921653050,0.130894,25.523568,,32.579755,0.791461,6.140096,,,,,,
590,27929449665,0.038499,,7.142753,,,,0.865058,0.42088,0.154139,0.071562,,
591,27964574247,0.087314,39.004674,,32.416611,0.73708,6.715318,1.046601,0.413193,0.142696,0.0774,,
592,27974427316,,,,,,,,,0.208081,0.167522,,
593,27975569000,0.077884,15.494683,6.853416,33.137459,0.748609,6.324175,0.642508,0.475644,0.292804,0.154722,,
594,28016345391,0.078419,22.96623,7.156717,32.45996,0.890352,6.410635,0.799529,0.445285,0.169708,0.072382,,
595,28059857779,0.124217,,7.113301,32.265381,0.773746,,,,0.175504,0.097702,,
596,28097193619,0.11025,29.68954,7.091189,,,6.112206,0.589623,0.42741,0.167167,0.15666,,
597,28136792270,0.089471,44.798662,6.934116,32.507462,0.780969,8.059824,0.630257,0.451765,0.139273,0.156595,0.320985,
598,28181600230,0.089029,20.494846,7.10605,32.592378,0.782613,6.343597,0.649382,0.431006,0.169332,0.072043,,
599,28225551326,0.080983,29.331571,,33.144277,0.78944,6.073015,0.746298,0.432539,0.158524,0.072117,,
600,28235953300,0.077204,,7.132877,32.190051,0.759601,,,,,,,
601,28271570998,0.075996,35.988627,7.160058,,,6.279149,0.625227,0.421497,0.170689,0.101497,,
602,28310813024,0.08769,42.455329,7.121047,32.081968,0.78798,6.041485,0.672849,0.466511,0.616311,0.229215,,
603,28353495249,0.120527,23.392288,7.268107,32.310505,0.798733,6.351465,0.523947,0.35437,0.128885,0.069732,,
604,28396441277,0.117811,32.138431,,32.104623,0.765074,6.110395,,,,,,
605,28404720683,0.108513,,7.067838,,,,1.403937,0.430205,0.169996,0.074317,,
606,28439483995,0.11815,38.737605,7.283226,32.686629,0.7882,6.060953,0.701855,0.505648,0.14404,0.104677,,
607,28482527419,0.117422,17.166353,6.937749,32.497351,0.809229,6.147281,0.650345,0.427013,0.15992,0.072072,,
608,28525233990,0.089573,26.103943,7.137796,32.332868,0.754006,6.322278,0.733561,0.42162,0.1728,0.074586,,
609,28568250601,0.079348,,,32.407158,0.779372,,,,,,,
610,28571568882,0.116521,35.27673,7.102964,,,6.240963,0.622831,0.428664,0.171073,0.146393,,
611,28611280668,0.110671,43.021049,7.157402,32.608822,0.696294,6.208453,0.63012,1.002871,0.221004,0.107944,,
612,28654026756,0.104396,19.923706,7.303614,32.232524,0.792567,6.151112,0.649297,0.429059,0.169511,0.073152,,
613,28698038617,0.086265,29.855103,,33.128266,0.747545,6.133682,,,,,,
614,28705785114,0.035186,,7.953843,,,,0.86527,0.421732,0.165854,0.098427,,
615,28741785306,0.075264,40.284192,7.232882,32.542395,0.768724,6.395822,0.627774,0.425341,0.168616,0.100987,,
616,28785188657,0.118325,13.177865,7.447521,32.504335,0.749222,6.134207,0.648928,0.476167,0.176983,0.103484,,
617,28828108951,0.129993,19.921622,7.209109,31.989881,0.766618,5.889355,1.151686,0.524658,0.140414,0.098841,,
618,28871178588,0.110531,,,32.533631,0.900319,,,,,,,
619,28874581559,0.085093,34.253193,7.039367,,,6.045172,0.597025,0.47168,0.143444,0.118025,,
620,28913984131,0.078377,9.62802,7.179499,32.363205,0.781905,6.079437,0.655381,0.424208,0.217136,0.07421,,
621,28957309277,0.077533,17.26041,7.143362,32.700154,0.788452,6.189864,0.743512,0.458889,0.139565,0.105855,,
622,29000424872,0.108618,24.184959,,32.534512,0.799473,6.095109,0.663341,0.430121,0.16995,0.073826,,
623,29011422523,0.042391,,7.634684,,,,,,,,,
624,29043334038,0.120518,37.473553,8.233328,31.911515,0.706455,6.10106,0.660211,0.499881,0.167407,0.112902,,
625,29090412521,0.085325,17.149828,8.260055,35.611192,0.773991,6.014345,0.619498,0.429996,0.168809,0.101421,,
626,29136487130,0.075622,28.285204,,34.426565,0.724148,6.129331,0.788166,0.423952,0.169419,0.101456,,
627,29146809139,0.113482,,7.030622,34.729715,0.791099,,,,,,,
628,29186140696,0.1081,38.538097,7.40012,,,7.184995,0.658016,0.42391,0.17,0.071486,,
629,29228611728,0.087916,20.279525,7.363596,35.070912,0.77167,6.10636,0.672013,0.422562,0.163522,0.072594,,
630,29274811693,0.087975,32.660964,,35.332451,0.804829,,,,,,,
631,29282431666,0.086976,,,,,6.815144,0.765908,0.393281,0.151102,0.071594,,
632,29284320620,,,,,,,,,0.063075,0.108276,,
633,29285079094,0.080617,46.008464,8.351063,35.862986,0.759282,6.332047,0.631572,0.464235,0.11781,0.101182,,
634,29330937763,0.10955,18.254114,8.062735,32.562925,0.821418,6.143167,0.63465,0.376045,0.164177,0.186774,,
635,29374524715,0.088051,32.206828,7.095735,32.61197,0.75866,,,,0.134078,0.070228,,
636,29416527347,0.082305,,7.127586,,,6.180759,0.706221,0.423653,0.170178,0.073718,,
637,29452438372,0.114311,41.310479,7.138355,32.394082,0.783263,6.935782,0.63177,0.458044,0.174526,0.074216,,
638,29495537879,0.131134,15.58384,6.971097,32.671451,0.790407,6.040485,0.691721,0.434873,0.171036,0.071026,,
639,29538356079,0.135587,22.223706,7.064736,32.29822,0.833464,6.067729,0.696522,0.50452,0.173635,0.073381,,
640,29581269844,0.086689,,,32.489546,0.783509,,,,,,,
641,29584594015,0.099668,35.029813,7.179545,,,6.131926,0.636464,0.423309,0.179314,0.098307,,
642,29623936572,0.087977,10.603446,6.966498,32.163012,0.907233,6.123329,0.635101,0.432808,0.168918,0.098724,,
643,29666868755,0.126111,18.730631,7.011359,32.251588,0.764963,6.145401,0.75739,0.936832,0.296536,0.156947,,
644,29710648723,0.108274,26.448006,6.978634,33.410116,0.801987,6.052824,0.617263,0.419313,0.168242,0.101238,,
645,29752226292,0.133312,,,,,,,,,,,
646,29752854946,0.11817,32.512142,7.539866,31.970429,0.760289,6.390147,1.042125,0.513052,0.174849,0.074498,,
647,29795895212,0.087,13.452777,6.952115,32.107792,0.757871,6.043255,0.671354,0.432793,0.16916,0.074211,,
648,29839074830,0.122212,22.621156,6.996404,32.684213,0.769971,6.133884,0.724582,0.398068,0.136142,0.070973,,
649,29881669825,0.134969,29.414726,,32.332894,0.726526,6.130891,0.628073,0.501287,0.173421,0.072551,,
650,29892150605,0.112498,,7.199213,,,,,,,,,
651,29924564701,0.086244,36.220331,6.98154,32.414096,0.762858,6.061166,0.617568,0.420593,0.173564,0.07392,,
652,29967461594,0.115911,16.144738,7.164524,32.692746,0.769417,6.039114,0.657592,1.009751,0.140656,0.107977,,
653,30010230492,0.11852,24.979533,7.1025,32.065351,0.815354,5.993611,0.664673,0.436439,0.219412,0.103831,,
654,30053014418,0.077925,32.833865,,32.290801,0.810648,,,,,,,
655,30061118082,0.077407,,7.478831,,,7.293016,0.517399,0.427887,0.165519,0.073797,,
656,30095659112,0.129909,38.420322,7.04439,31.740738,0.740431,6.169538,0.68918,0.424918,0.16657,0.071739,,
657,30138687430,0.084965,18.467324,7.099308,32.458966,0.795754,6.157505,0.631435,0.451356,0.141246,0.139578,,
658,30181819609,0.087622,27.767082,,32.538791,0.780857,6.115778,0.696588,0.465067,0.173381,0.073668,,
659,30192249529,0.073891,,7.076481,32.946767,0.759985,,,,,,,
660,30228565303,0.120965,37.018867,7.368386,,,6.205153,0.62527,0.429966,0.172458,0.071549,,
661,30268108087,0.114728,8.019867,7.207019,32.174398,0.739983,6.018581,1.342369,0.494532,0.16747,0.070607,,
662,30311184790,0.087786,21.899906,7.164417,32.418148,0.784404,6.083028,0.715644,0.489677,0.174099,0.073567,,
663,30353933466,0.087738,30.955197,,32.283903,0.771067,6.167157,,,,,,
664,30361641954,0.072516,,7.119446,,,,0.770264,0.481432,0.162881,0.072633,,
665,30396861545,0.118262,39.06189,7.454408,32.422315,0.782437,6.180949,0.625544,0.45172,0.138502,0.091869,,
666,30439664256,0.134408,11.776295,7.122157,32.006513,0.846486,6.06303,0.654118,0.424364,0.171251,0.097941,,
667,30482755521,0.118958,24.538732,7.14529,32.360551,0.775179,5.866405,0.603144,0.352858,0.202614,0.09494,,
668,30525575896,0.086434,,,32.432548,0.758834,,,,,,,
669,30528939898,0.079259,33.744207,7.009955,,,6.2283,0.662917,0.424484,0.168021,0.0746,,
670,30568074050,0.076853,42.613323,,32.124197,0.807247,6.751865,1.032724,0.411186,0.132617,0.070604,,
671,30577800165,,,,,,,,,0.06623,0.109939,,
672,30578665253,0.136625,15.627272,6.92584,33.104988,0.765295,6.341471,0.668547,0.544137,0.229006,0.088368,,
673,30620117151,0.077826,22.620766,7.048229,32.631194,0.81165,6.568325,0.821909,0.447187,0.180419,0.072752,,
674,30663686685,0.041103,,7.01882,,,,,,0.172336,0.073212,,
675,30698267413,0.11951,37.815135,7.147886,33.139075,0.990637,6.114261,0.628518,0.430147,0.163155,0.071797,,
676,30741447702,0.076819,13.236189,7.097334,32.483848,0.720983,6.044203,0.627246,0.464471,0.168244,0.118818,,
677,30784270835,0.119029,20.073017,6.950119,32.394893,0.776447,6.177554,1.144393,0.433329,0.134006,0.070312,,
678,30826842635,0.140707,26.636033,,32.295334,0.819022,6.018443,,,,,,
679,30834447841,0.036946,,7.181823,,,,0.767741,0.459871,0.196652,0.093611,,
680,30869705587,0.116832,39.151644,7.251065,32.385513,0.743934,6.222444,0.627694,0.424763,0.166746,0.095162,,
681,30913097160,0.114768,16.070689,7.423439,32.764944,0.782063,6.136936,0.660019,0.417366,0.169532,0.074568,,
682,30956081717,0.116209,23.982034,7.97806,32.118333,0.7617,6.062149,0.749342,0.458404,0.182815,0.088516,,
683,30999289944,0.134051,,,31.83632,0.739006,,,,,,,
684,31002496059,0.084289,30.837141,7.128027,,,6.017821,0.628787,0.831671,0.322925,0.073777,,
685,31042037821,0.087598,9.995793,7.081381,32.413735,0.743914,6.181421,0.627071,0.449602,0.173649,0.074646,,
686,31085280897,0.086491,19.33256,7.082828,32.610485,0.802303,6.135973,1.511216,1.540379,0.246825,0.10733,,
687,31128091593,0.077726,27.812889,7.031981,32.393137,0.739474,5.964256,0.675614,0.4241,0.153152,0.073439,,
688,31170456111,0.11349,34.18973,,32.130995,0.821396,,,,,,,
689,31177314791,0.080281,,7.417524,,,6.037284,0.576638,0.425306,0.169763,0.072089,,
690,31214302134,0.086113,42.121312,7.12792,33.109067,0.821553,5.997849,0.631194,0.421019,0.170249,0.105428,,0.324127
691,31259957069,0.086285,25.172532,7.077664,35.26798,0.749704,5.845834,0.546369,0.464613,0.164644,0.070282,,
692,31303268143,0.1089,34.56387,,32.784909,0.785409,,,,,,,
693,31310119927,0.076391,,7.247803,,,6.066375,0.658977,0.485304,0.164252,0.072393,,
694,31346991144,0.077333,42.755818,6.972394,33.231307,0.786819,5.95334,0.620997,0.449659,0.625874,0.223475,,
695,31389786226,0.11845,20.07614,7.218461,32.597342,0.754288,6.221704,0.656613,0.423554,0.167008,0.072695,,
696,31432924718,0.117568,29.097658,,32.293312,0.779886,6.127726,,,,,,
697,31441324479,0.042821,,7.460173,,,,1.492149,0.435929,0.166077,0.073371,,
698,31475587789,0.076363,38.065158,7.042126,31.922985,0.726438,6.041983,0.684761,0.433651,0.168045,0.070535,,
699,31518309404,0.119524,10.251022,7.126823,32.453101,0.856778,6.03938,0.673526,0.424377,0.161968,0.072299,,
700,31561285708,0.10141,17.045014,7.074259,32.379256,0.760977,6.176195,0.752449,0.36978,0.132303,0.113313,,
701,31603817671,0.085622,31.06207,,32.106058,0.741642,,,,,,,
702,31611842988,0.107233,,7.063073,,,7.283675,0.529247,0.421884,0.168453,0.073317,,
703,31646261859,0.075778,38.639021,7.142866,32.182285,0.815229,6.195235,0.624466,0.42215,0.1644,0.100716,,
704,31689315827,0.119575,13.281279,8.103226,32.465787,0.794898,7.420565,1.669853,0.586041,0.17511,0.073188,,
705,31734306607,0.12073,22.111032,,33.341652,0.818066,6.14035,0.746253,0.421272,0.166687,0.071313,,
706,31744716436,0.114169,,7.076867,32.065788,0.704058,,,,,,,
707,31780013725,0.114313,35.160761,7.648322,,,6.19256,0.657964,0.460281,0.139788,0.106403,,
708,31820214569,0.114504,11.404596,7.354701,32.552522,0.778494,6.338454,0.626931,0.429147,0.157296,0.114127,,
709,31863303877,0.075585,19.12919,,32.158367,0.81668,6.636428,1.198762,0.381959,0.169224,0.098297,,
710,31873094821,,,,,,,,,0.095325,0.076962,,
711,31873743468,0.118445,26.471027,6.861958,33.19435,0.805879,6.311989,,,0.114004,0.069828,,
712,31914549819,0.071448,,7.18135,,,,0.75894,0.545821,0.174095,0.073864,,
713,31949608532,0.087944,38.773244,7.174376,32.407563,0.72619,6.396891,0.650004,0.441011,0.163491,0.072475,,
714,31992340647,0.117675,14.642222,7.569635,32.318038,0.770899,6.167978,0.623603,0.4666,0.1399,0.101376,,
715,32035415784,0.132798,23.169128,7.152013,32.006431,0.767949,6.067723,0.662109,0.366306,0.132496,0.070054,,
716,32078286523,0.078062,30.189907,,32.471591,0.863702,6.063298,0.664032,0.429574,0.166741,0.072873,,
717,32088815839,0.117641,,7.097929,,,,,,,,,
718,32124724574,0.087593,40.662944,8.497903,35.908735,0.744566,6.214147,0.629747,0.461894,0.138805,0.092998,,
719,32170831005,0.117168,25.348594,7.044764,34.200862,1.926172,5.874764,0.632383,0.495994,0.165777,0.073954,,
720,32217372453,0.095172,,,34.852809,0.797374,,,,,,,
721,32221925999,0.082283,38.114921,7.658406,,,7.204589,0.738779,0.417847,0.172205,0.074072,,
722,32263612443,0.077445,13.081115,7.674892,34.028038,0.935221,6.106336,0.700415,0.431112,0.173483,0.094222,,
723,32311704843,0.116378,30.967314,,35.438942,0.77187,6.032029,,,,,,
724,32319442677,0.033827,,7.701334,,,,0.933935,0.41984,0.24911,0.082322,,
725,32359386447,0.087914,43.790228,8.779289,35.501563,0.746686,6.035066,0.620591,0.488973,0.168333,0.072892,,
726,32406692841,0.080298,22.47382,8.204392,35.278955,0.773932,6.20175,0.518853,0.35534,0.131329,0.068313,,
727,32453649031,0.112177,33.367543,,35.143667,0.76073,,,,,,,
728,32460733631,0.118468,,8.143036,,,6.32387,0.674523,0.425738,0.157983,0.07328,,
729,32501058421,0.086795,44.976487,8.661436,35.853732,0.727327,6.078293,0.643331,0.425234,0.16516,0.074027,,
730,32548492327,0.087388,30.309647,,35.536353,0.72219,6.018165,,,,,,
731,32556125166,0.035782,,8.607579,,,,0.892484,0.431125,0.168964,0.074032,,
732,32595631487,0.110719,43.228213,8.758626,35.187953,0.750304,5.976093,0.79451,0.449207,0.137872,0.117718,,
733,32643282211,0.113144,19.295833,8.653088,35.69152,0.777451,5.995862,0.523687,0.383513,0.134267,0.06966,,
734,32687368679,0.126514,,,31.948226,0.719063,,,,,,,
735,32690613546,0.080427,33.880012,8.150685,,,6.087512,0.693887,1.860509,0.339394,0.076211,0.440774,
736,32733119975,0.124374,45.855539,7.494,34.355744,0.763425,6.064886,0.654435,0.42425,0.171945,0.074711,,
737,32776188807,0.117101,20.032918,7.080424,32.296528,0.748872,6.563441,0.61876,0.423446,0.164701,0.107448,,
738,32819264943,0.118567,27.019891,,32.556683,0.732488,6.139326,,,,,,
739,32827074986,0.03516,,6.943496,,,,0.938229,0.465337,0.173205,0.10313,,
740,32862053567,0.116031,38.964344,7.12584,32.590536,0.785971,6.104236,0.626458,0.425197,0.169149,0.102802,,
741,32904911037,0.117242,15.515482,7.595102,32.431464,0.758567,6.300163,0.622092,0.461047,0.140713,0.104577,,
742,32948123166,0.121115,24.056434,7.108642,31.936677,0.790521,5.906513,0.623078,0.353797,0.236616,0.090336,,
743,32991264327,0.117333,31.078751,,32.565205,0.793272,6.081854,0.618745,,,,,
744,32999901468,0.103506,,7.139957,,,,,1.14327,0.198107,0.102488,,
745,33034282077,0.117218,38.163658,7.372199,32.530115,0.849631,5.998816,0.628987,0.454697,0.141142,0.106271,,
746,33077124285,0.116311,18.647413,7.588482,32.124635,0.731227,6.204523,1.041549,0.517377,0.142197,0.103382,,
747,33120168685,0.09428,27.712405,7.025017,31.929618,0.752897,6.051248,0.73078,0.424262,0.174977,0.074064,,
748,33162954854,0.076079,34.778259,,32.526255,0.763417,,,,,,,
749,33169885022,0.080163,,7.013471,,,6.166751,0.568363,0.48797,0.179886,0.090241,,
750,33205930250,0.117065,41.826354,,32.624573,0.752928,6.647502,0.65549,0.321233,0.136554,0.070115,,
751,33215630422,,,,,,,,,0.140742,0.634626,,
752,33216633520,0.088642,21.252951,7.194676,32.182811,0.759782,6.303378,0.649498,0.466042,0.169301,0.119127,,
753,33257116926,0.078042,30.13631,7.50472,31.863347,0.775011,6.095628,,,0.174386,0.10136,,
754,33299851718,0.061718,,7.240419,32.462064,0.863533,,1.490275,0.441132,0.167692,0.072555,,
755,33337642961,0.075552,38.247052,7.118971,,,6.019192,0.614299,0.44519,0.171814,0.103331,,
756,33377354767,0.086715,14.866481,7.208379,32.592835,0.771064,6.141055,1.034119,0.539633,0.171687,0.073165,,
757,33420253095,0.115225,23.811261,7.15031,32.218486,0.740474,6.061804,0.602811,0.404517,0.131473,0.07515,,
758,33463397457,0.086728,33.196091,,32.679581,0.797559,,,,,,,
759,33470256236,0.078014,,7.314121,,,6.06122,0.581095,0.485672,0.180442,0.101368,,
760,33506297948,0.077226,41.822554,7.179994,32.364625,0.837167,6.082092,0.630723,0.453269,0.136885,0.101511,,
761,33549221134,0.077275,13.246308,7.076359,32.401338,0.775537,6.174753,0.612607,0.431534,0.177109,0.144115,,
762,33592329749,0.120274,27.088305,,32.476219,0.790806,6.223593,1.188809,0.514449,0.16881,0.071988,,
763,33602774543,0.053053,,7.075986,31.918874,0.839627,,,,,,,
764,33638001318,0.10055,35.730163,7.107048,,,6.041216,0.628188,0.455261,0.170436,0.113403,,
765,33677605759,0.077191,9.562915,7.144262,32.497393,0.759814,6.312772,0.62353,0.422708,0.168643,0.097424,,
766,33721528106,0.114459,17.330656,7.076307,33.308054,0.773596,6.125062,0.735346,0.424203,0.172486,0.10295,,
767,33764657308,0.086404,30.474893,,32.706098,0.747247,6.092656,,,,,,
768,33772374969,0.074833,,7.54808,,,,0.877758,0.427021,0.164122,0.071853,,
769,33807644018,0.087136,38.999684,7.063359,32.157718,0.77456,5.989867,1.144213,0.4866,0.176162,0.102204,,
770,33850239581,0.076226,14.359916,7.068099,32.388989,0.881045,6.139422,0.622966,0.420855,0.163486,0.070555,,
771,33893260811,0.078816,20.662907,7.212899,32.347023,0.792486,6.070073,0.923098,0.523382,0.217968,0.096372,,
772,33936369780,0.100992,28.119343,,32.524604,0.746673,,,,,,,
773,33943287243,0.080128,,7.414281,,,6.17079,0.57967,0.423078,0.167072,0.101231,,
774,33979253533,0.088536,42.563617,7.127688,32.104693,0.726765,6.257758,0.6216,0.519592,0.183973,0.07321,,
775,34022052416,0.077581,17.890006,7.129434,32.329177,0.747707,6.039271,0.62762,0.448706,0.136978,0.101385,,
776,34064571524,0.11356,24.380413,6.884201,31.996989,0.7773,6.182229,0.735651,0.422978,0.152021,0.109927,,
777,34107012381,0.11169,,,32.24677,0.785949,,,,,,,
778,34110275928,0.116178,30.695354,7.288028,,,6.285007,0.65737,0.878936,0.324506,0.076266,,
779,34150709065,0.119975,11.466754,7.222907,33.145109,0.85675,5.986713,0.611692,0.460567,0.167461,0.072971,,
780,34193691967,0.086337,20.553155,7.141595,32.249176,0.747797,6.255068,0.747213,0.427192,0.159281,0.072821,,
781,34237158326,0.076667,28.877773,,32.953998,0.72681,6.081946,0.623788,0.44994,0.190443,0.074812,,
782,34247749110,0.122389,,7.344606,,,,,,,,,
783,34279636066,0.088759,35.511854,6.99436,31.886956,0.768248,6.161106,0.683581,0.424843,0.16719,0.073187,,
784,34322417119,0.116522,14.408054,7.120732,32.359109,0.966548,6.005482,0.625154,0.512327,0.18696,0.073403,,
785,34365633721,0.087922,23.691484,7.203983,32.474085,0.767898,6.120375,0.607767,0.356622,0.130741,0.069072,,
786,34408615093,0.106445,32.281719,,32.419807,0.764356,6.073619,,,,,,
787,34416750363,0.110924,,7.597502,,,,1.297295,0.421771,0.167178,0.074427,,
788,34451444591,0.118001,38.445496,7.194233,31.965767,0.729748,5.956509,0.616214,0.480867,0.165051,0.072708,,
789,34494398652,0.114971,17.533596,,32.602938,0.821881,6.731912,0.656303,0.371592,0.120662,0.101567,,
790,34503766825,,,,,,,,,0.096621,0.156473,,
791,34504561494,0.086906,27.058066,7.415242,32.539942,0.715071,6.371172,0.744763,0.488161,0.122968,0.11372,,
792,34546542236,0.072756,,7.114556,32.558376,0.878326,,,,0.17853,0.072942,,
793,34584464258,0.111198,36.538091,7.480417,,,6.251588,0.637684,0.470315,0.167605,0.072798,,
794,34623894906,0.129718,7.855095,7.086764,31.950231,0.752484,6.039275,1.088701,0.514024,0.137909,0.156993,,
795,34666802686,0.115627,20.732742,7.065245,32.332708,0.80395,6.048338,0.731296,0.428755,0.28512,0.075842,,
796,34710540092,0.116284,30.635344,,33.392562,0.767972,,,,,,,
797,34717796643,0.10624,,7.288604,,,6.488579,0.546404,0.427057,0.214856,0.108643,,
798,34753466960,0.080768,39.942926,7.148348,32.429254,0.76428,6.093722,0.628319,0.430327,0.157998,0.071667,,
799,34796302300,0.077039,12.340524,7.554809,32.434583,0.783766,6.134895,0.6224,0.452045,0.137208,0.107534,,
800,34839304366,0.078494,19.075632,6.904156,31.867593,0.78208,5.915711,0.599298,0.91946,0.320031,0.075067,,
801,34881526705,0.085576,32.941335,,32.060598,0.772318,,,,,,,
802,34888564246,0.110177,,7.191038,,,6.265223,0.656697,0.427804,0.164832,0.071989,,
803,34924817201,0.129246,42.466865,7.562669,32.704354,0.787135,6.147202,1.067542,0.486752,0.167369,0.101643,,
804,34967589924,0.118798,15.4746,7.033296,31.864635,0.755676,6.056257,0.687571,0.426303,0.207197,0.105557,,
805,35010316475,0.077993,22.138149,,32.297744,0.824521,6.126257,0.733585,0.410062,0.177173,0.072756,,
806,35020824398,0.113713,,7.204648,32.371584,0.755929,,,,,,,
807,35056421529,0.087551,35.56475,7.554552,,,6.102051,0.611849,0.42612,0.177737,0.10415,,
808,35095676300,0.087445,10.869597,7.042776,31.700219,0.79586,6.098714,0.685521,0.43266,0.159134,0.071274,,
